UNICODE;P;D;L;V;lat;long;y_proj;x_proj
1.3.49.89;1;3;49;89;-16.34606111;-71.54471235;-1934759.268;2838059.131
1.3.49.90;1;3;49;90;-16.34599124;-71.54482483;-1934749.649;2838047.282
1.3.49.91;1;3;49;91;-16.34594158;-71.54496566;-1934742.046;2838031.956
1.3.49.92;1;3;49;92;-16.34581642;-71.54481027;-1934729.296;2838051.206
1.3.49.93;1;3;49;93;-16.34587162;-71.5446103;-1934738.29;2838073.169
1.3.49.94;1;3;49;94;-16.3459156;-71.54464811;-1934742.981;2838068.309
1.3.49.95;1;3;49;95;-16.34597701;-71.54467557;-1934749.85;2838064.396
1.3.49.96;1;3;49;96;-16.34625809;-71.54477833;-1934781.578;2838049.085
1.3.49.97;1;3;49;97;-16.3463468;-71.54483859;-1934791.242;2838041.098
1.3.49.98;1;3;49;98;-16.34643889;-71.54489162;-1934801.393;2838033.885
1.3.49.99;1;3;49;99;-16.34640367;-71.544975;-1934796.209;2838024.887
1.3.49.100;1;3;49;100;-16.34635225;-71.54505177;-1934789.205;2838016.849
1.3.49.101;1;3;49;101;-16.34631093;-71.54518799;-1934782.641;2838001.937
1.3.49.102;1;3;49;102;-16.34613964;-71.54498055;-1934765.125;2838027.691
1.3.49.103;1;3;49;103;-16.34617181;-71.54488308;-1934770.127;2838038.327
1.3.49.104;1;3;49;104;-16.34659589;-71.54496643;-1934818.896;2838023.359
1.3.49.105;1;3;49;105;-16.34666389;-71.5450031;-1934826.424;2838018.317
1.3.49.106;1;3;49;106;-16.34672177;-71.54505324;-1934832.593;2838011.877
1.3.49.107;1;3;49;107;-16.34683889;-71.54506876;-1934846.156;2838008.593
1.3.49.108;1;3;49;108;-16.34680278;-71.54512358;-1934841.226;2838002.845
1.3.49.109;1;3;49;109;-16.3467774;-71.54520278;-1934837.25;2837994.193
1.3.49.110;1;3;49;110;-16.34675488;-71.5452538;-1934833.965;2837988.7
1.3.49.111;1;3;49;111;-16.34672778;-71.54531628;-1934829.996;2837981.966
1.3.49.112;1;3;49;112;-16.34668056;-71.54541422;-1934823.22;2837971.471
1.3.49.113;1;3;49;113;-16.34650403;-71.54526389;-1934804.372;2837990.817
1.3.49.114;1;3;49;114;-16.34652831;-71.54517566;-1934808.331;2838000.507
1.3.49.115;1;3;49;115;-16.34653599;-71.54511489;-1934809.997;2838007.301
1.3.49.116;1;3;49;116;-16.34655936;-71.54501743;-1934813.965;2838018.05
1.3.49.117;1;3;49;117;-16.34697947;-71.54515991;-1934861.525;2837996.428
1.3.49.118;1;3;49;118;-16.34706942;-71.54518949;-1934871.72;2837991.903
1.3.49.119;1;3;49;119;-16.34713969;-71.54523447;-1934879.409;2837985.887
1.3.49.120;1;3;49;120;-16.3472243;-71.5452764;-1934888.821;2837980.032
1.3.49.121;1;3;49;121;-16.34716465;-71.54538494;-1934880.452;2837968.497
1.3.49.122;1;3;49;122;-16.34712594;-71.54546634;-1934874.883;2837959.769
1.3.49.123;1;3;49;123;-16.34709796;-71.54554378;-1934870.624;2837951.349
1.3.49.124;1;3;49;124;-16.34707389;-71.54560974;-1934866.969;2837944.182
1.3.49.125;1;3;49;125;-16.3470663;-71.545675;-1934865.258;2837936.879
1.3.49.126;1;3;49;126;-16.34695844;-71.54567702;-1934852.563;2837938.053
1.3.49.127;1;3;49;127;-16.34688416;-71.54553056;-1934845.675;2837955.63
1.3.49.128;1;3;49;128;-16.34689914;-71.54544747;-1934848.478;2837964.859
1.3.49.129;1;3;49;129;-16.34687962;-71.54537611;-1934847.082;2837973.206
1.3.49.130;1;3;49;130;-16.34693611;-71.5452469;-1934855.339;2837987.125
1.3.49.131;1;3;49;131;-16.34736567;-71.54533823;-1934904.651;2837971.181
1.3.49.132;1;3;49;132;-16.34744947;-71.54537044;-1934914.091;2837966.438
1.3.49.133;1;3;49;133;-16.34748914;-71.54539459;-1934918.447;2837963.184
1.3.49.134;1;3;49;134;-16.34756025;-71.54540153;-1934926.714;2837961.471
1.3.49.135;1;3;49;135;-16.34751093;-71.54548569;-1934919.863;2837952.568
1.3.49.136;1;3;49;136;-16.3474784;-71.54553323;-1934915.445;2837947.598
1.3.49.137;1;3;49;137;-16.34740985;-71.54560721;-1934906.464;2837940.099
1.3.49.138;1;3;49;138;-16.34738492;-71.54566274;-1934902.837;2837934.126
1.3.49.139;1;3;49;139;-16.34734183;-71.54579859;-1934896.071;2837919.278
1.3.49.140;1;3;49;140;-16.34726486;-71.54577011;-1934887.387;2837923.51
1.3.49.141;1;3;49;141;-16.34719682;-71.54572985;-1934879.9;2837928.961
1.3.49.142;1;3;49;142;-16.34721831;-71.54567145;-1934883.157;2837935.304
1.3.49.143;1;3;49;143;-16.34723845;-71.54561747;-1934886.202;2837941.164
1.3.49.144;1;3;49;144;-16.34726368;-71.54554762;-1934890.042;2837948.759
1.3.49.145;1;3;49;145;-16.34730037;-71.54546688;-1934895.366;2837957.439
1.3.49.146;1;3;49;146;-16.34772132;-71.5454772;-1934944.683;2837950.795
1.3.49.147;1;3;49;147;-16.3478052;-71.54547832;-1934954.522;2837949.576
1.3.49.148;1;3;49;148;-16.34790289;-71.54549001;-1934965.85;2837946.981
1.3.49.149;1;3;49;149;-16.34799631;-71.54550456;-1934976.642;2837944.115
