UNICODE;P;D;L;V;lat;long;y_proj;x_proj
6.92.28A.Q-1;6;92;28A;Q-1;-16.32528415;-72.19227038;-1924346.3;2765007.652
6.92.28A.G-1;6;92;28A;G-1;-16.3255365;-72.1932363;-1924364.166;2764895.322
6.92.28A.G-2;6;92;28A;G-2;-16.32546427;-72.19317683;-1924356.431;2764902.948
6.92.28A.G-3;6;92;28A;G-3;-16.32538402;-72.19312107;-1924347.712;2764910.253
6.92.28A.G-4;6;92;28A;G-4;-16.32531715;-72.19306625;-1924340.546;2764917.287
6.92.28A.G-5;6;92;28A;G-5;-16.32524581;-72.19300678;-1924332.916;2764924.901
6.92.28A.G-6;6;92;28A;G-6;-16.32517448;-72.19294452;-1924325.319;2764932.831
6.92.28A.G-7;6;92;28A;G-7;-16.32510671;-72.1928804;-1924318.161;2764940.925
6.92.28A.G-8;6;92;28A;G-8;-16.3250434;-72.19283301;-1924311.324;2764947.074
6.92.28A.G-9;6;92;28A;G-9;-16.32496939;-72.19276703;-1924303.459;2764955.457
6.92.28A.G-10;6;92;28A;G-10;-16.32490073;-72.19270756;-1924296.141;2764963.038
6.92.28A.G-11;6;92;28A;G-11;-16.32500864;-72.19255797;-1924310.578;2764978.595
6.92.28A.G-12;6;92;28A;G-12;-16.32507777;-72.19260513;-1924318.1;2764972.399
6.92.28A.G-13;6;92;28A;G-13;-16.32515081;-72.19266603;-1924325.913;2764964.603
6.92.28A.G-14;6;92;28A;G-14;-16.32521977;-72.19272571;-1924333.263;2764956.995
6.92.28A.G-15;6;92;28A;G-15;-16.32528696;-72.19279452;-1924340.297;2764948.376
6.92.28A.G-16;6;92;28A;G-16;-16.32535241;-72.19285237;-1924347.258;2764941.019
6.92.28A.G-17;6;92;28A;G-17;-16.32541786;-72.19290535;-1924354.278;2764934.212
6.92.28A.G-18;6;92;28A;G-18;-16.325502;-72.19296808;-1924363.369;2764926.07
6.92.28A.G-19;6;92;28A;G-19;-16.32558498;-72.1930101;-1924372.574;2764920.282
6.92.28A.G-20;6;92;28A;G-20;-16.32564867;-72.19306978;-1924379.308;2764912.74
6.92.28A.G-21;6;92;28A;G-21;-16.32576729;-72.19316478;-1924392.044;2764900.518
6.92.28A.G-22;6;92;28A;G-22;-16.32565626;-72.19324637;-1924378.062;2764892.686
6.92.28A.F-1;6;92;28A;F-1;-16.32530557;-72.193975;-1924328.212;2764814.721
6.92.28A.F-2;6;92;28A;F-2;-16.32520108;-72.19389303;-1924316.972;2764825.293
6.92.28A.F-3;6;92;28A;F-3;-16.32511094;-72.19382123;-1924307.289;2764834.536
6.92.28A.F-4;6;92;28A;F-4;-16.32504434;-72.193759;-1924300.246;2764842.403
6.92.28A.F-5;6;92;28A;F-5;-16.324972;-72.19370455;-1924292.436;2764849.462
6.92.28A.F-6;6;92;28A;F-6;-16.32490425;-72.19363993;-1924285.287;2764857.613
6.92.28A.F-7;6;92;28A;F-7;-16.32483019;-72.1935807;-1924277.334;2764865.235
6.92.28A.F-8;6;92;28A;F-8;-16.32476014;-72.19352266;-1924269.837;2764872.671
6.92.28A.F-9;6;92;28A;F-9;-16.32469297;-72.19346342;-1924262.69;2764880.206
6.92.28A.F-10;6;92;28A;F-10;-16.32462809;-72.19340658;-1924255.783;2764887.442
6.92.28A.F-11;6;92;28A;F-11;-16.32455517;-72.19334795;-1924247.957;2764894.982
6.92.28A.F-12;6;92;28A;F-12;-16.32447594;-72.19329469;-1924239.327;2764901.992
6.92.28A.F-13;6;92;28A;F-13;-16.32459352;-72.1931326;-1924255.048;2764918.842
6.92.28A.F-14;6;92;28A;F-14;-16.32466217;-72.19318672;-1924262.429;2764911.865
6.92.28A.F-15;6;92;28A;F-15;-16.32473679;-72.19324458;-1924270.464;2764904.392
6.92.28A.F-16;6;92;28A;F-16;-16.32480485;-72.19330928;-1924277.648;2764896.228
6.92.28A.F-17;6;92;28A;F-17;-16.32487827;-72.19336092;-1924285.618;2764889.473
6.92.28A.F-18;6;92;28A;F-18;-16.32494453;-72.19342251;-1924292.63;2764881.683
6.92.28A.F-19;6;92;28A;F-19;-16.32501378;-72.19347912;-1924300.051;2764874.418
6.92.28A.F-20;6;92;28A;F-20;-16.32509019;-72.1935376;-1924308.288;2764866.853
6.92.28A.F-21;6;92;28A;F-21;-16.32515646;-72.19359919;-1924315.299;2764859.062
6.92.28A.F-22;6;92;28A;F-22;-16.32522928;-72.19365269;-1924323.177;2764852.104
6.92.28A.F-23;6;92;28A;F-23;-16.32529734;-72.19373606;-1924330.135;2764841.831
6.92.28A.E-1;6;92;28A;E-1;-16.32530661;-72.19454495;-1924321.449;2764750.291
6.92.28A.E-2;6;92;28A;E-2;-16.32521238;-72.19447402;-1924311.276;2764759.486
6.92.28A.E-3;6;92;28A;E-3;-16.32513451;-72.19442083;-1924302.805;2764766.472
6.92.28A.E-4;6;92;28A;E-4;-16.32506842;-72.19436218;-1924295.777;2764773.928
6.92.28A.E-5;6;92;28A;E-5;-16.32500037;-72.19430012;-1924288.562;2764781.793
6.92.28A.E-6;6;92;28A;E-6;-16.32492053;-72.19424557;-1924279.877;2764788.958
6.92.28A.E-7;6;92;28A;E-7;-16.32484594;-72.19418487;-1924271.879;2764796.751
6.92.28A.E-8;6;92;28A;E-8;-16.3247733;-72.19413782;-1924263.945;2764802.979
6.92.28A.E-9;6;92;28A;E-9;-16.32469347;-72.19408599;-1924255.227;2764809.835
6.92.28A.E-10;6;92;28A;E-10;-16.32461887;-72.19403279;-1924247.139;2764816.781
6.92.28A.E-11;6;92;28A;E-11;-16.32455147;-72.19397005;-1924240.008;2764824.715
6.92.28A.E-12;6;92;28A;E-12;-16.32448734;-72.19392641;-1924233.029;2764830.45
6.92.28A.E-13;6;92;28A;E-13;-16.32441209;-72.19386708;-1924224.938;2764838.098
6.92.28A.E-14;6;92;28A;E-14;-16.32433683;-72.1937982;-1924216.962;2764846.824
6.92.28A.E-15;6;92;28A;E-15;-16.32426943;-72.19373205;-1924209.872;2764855.144
6.92.28A.E-16;6;92;28A;E-16;-16.32419811;-72.19368159;-1924202.133;2764861.74
6.92.28A.E-17;6;92;28A;E-17;-16.32430806;-72.19352476;-1924216.897;2764878.09
6.92.28A.E-18;6;92;28A;E-18;-16.3243892;-72.19357727;-1924225.76;2764871.139
6.92.28A.E-19;6;92;28A;E-19;-16.32446642;-72.19363046;-1924234.155;2764864.161
6.92.28A.E-20;6;92;28A;E-20;-16.32453382;-72.19369116;-1924241.311;2764856.458
6.92.28A.E-21;6;92;28A;E-21;-16.32460187;-72.19375253;-1924248.535;2764848.67
6.92.28A.E-22;6;92;28A;E-22;-16.32466403;-72.193818;-1924255.02;2764840.493
6.92.28A.E-23;6;92;28A;E-23;-16.32473536;-72.19387528;-1924262.677;2764833.126
6.92.28A.E-24;6;92;28A;E-24;-16.32480407;-72.19393598;-1924269.985;2764825.406
6.92.28A.E-25;6;92;28A;E-25;-16.32487801;-72.19398781;-1924278.014;2764818.623
6.92.28A.E-26;6;92;28A;E-26;-16.32495327;-72.19404305;-1924286.155;2764811.438
6.92.28A.E-27;6;92;28A;E-27;-16.32503114;-72.1940976;-1924294.61;2764804.298
6.92.28A.E-28;6;92;28A;E-28;-16.32510312;-72.19414671;-1924302.442;2764797.847
6.92.28A.E-29;6;92;28A;E-29;-16.32516528;-72.19420535;-1924309.01;2764790.441
6.92.28A.E-30;6;92;28A;E-30;-16.32523792;-72.19426673;-1924316.77;2764782.595
6.92.28A.E-31;6;92;28A;E-31;-16.32531906;-72.19432333;-1924325.583;2764775.183
6.92.28A.E-32;6;92;28A;E-32;-16.32540086;-72.19441608;-1924334.036;2764763.677
6.92.28A.D-1;6;92;28A;D-1;-16.32500818;-72.19491724;-1924282.021;2764711.946
6.92.28A.D-2;6;92;28A;D-2;-16.32492049;-72.19486269;-1924272.417;2764719.21
6.92.28A.D-3;6;92;28A;D-3;-16.32485571;-72.19481017;-1924265.468;2764725.955
6.92.28A.D-4;6;92;28A;D-4;-16.3247798;-72.19475221;-1924257.284;2764733.457
6.92.28A.D-5;6;92;28A;D-5;-16.32470848;-72.19469765;-1924249.595;2764740.515
6.92.28A.D-6;6;92;28A;D-6;-16.32463649;-72.1946465;-1924241.788;2764747.197
6.92.28A.D-7;6;92;28A;D-7;-16.32455666;-72.19459058;-1924233.119;2764754.516
