"unicode","P","D","L","V","lat","long","y_proj","x_proj"
"1.3.49.89","1","3","49","89",-16.34607416,-71.54472757,-1934760.61,2838057.235
"1.3.49.90","1","3","49","90",-16.34604543,-71.54487559,-1934755.377,2838040.82
"1.3.49.91","1","3","49","91",-16.34600381,-71.54497318,-1934749.262,2838030.293
"1.3.49.92","1","3","49","92",-16.34579397,-71.54479246,-1934726.883,2838053.518
"1.3.49.93","1","3","49","93",-16.34582818,-71.54460854,-1934733.21,2838073.934
"1.3.49.94","1","3","49","94",-16.3459156,-71.54464811,-1934742.981,2838068.309
"1.3.49.95","1","3","49","95",-16.3459778,-71.54469848,-1934749.656,2838061.787
"1.3.49.96","1","3","49","96",-16.34628414,-71.5448015,-1934784.347,2838046.119
"1.3.49.97","1","3","49","97",-16.34636835,-71.54484585,-1934793.682,2838039.994
"1.3.49.98","1","3","49","98",-16.34645783,-71.54488789,-1934803.665,2838034.062
"1.3.49.99","1","3","49","99",-16.34642661,-71.54497825,-1934798.864,2838024.22
"1.3.49.100","1","3","49","100",-16.34637285,-71.54510657,-1934790.938,2838010.366
"1.3.49.101","1","3","49","101",-16.34631042,-71.54522042,-1934782.175,2837998.264
"1.3.49.101A","1","3","49","101A",-16.34609191,-71.54505596,-1934758.572,2838019.758
"1.3.49.102","1","3","49","102",-16.34615088,-71.54497102,-1934766.565,2838028.625
"1.3.49.103","1","3","49","103",-16.34616995,-71.54484452,-1934770.394,2838042.725
"1.3.49.104","1","3","49","104",-16.3465914,-71.54495373,-1934818.529,2838024.859
"1.3.49.105","1","3","49","105",-16.34667495,-71.54496964,-1934828.143,2838021.968
"1.3.49.106","1","3","49","106",-16.34676794,-71.54505768,-1934837.961,2838010.773
"1.3.49.107","1","3","49","107",-16.34687564,-71.54506483,-1934850.522,2838008.561
"1.3.49.108","1","3","49","108",-16.34683771,-71.54515367,-1934844.951,2837998.979
"1.3.49.109","1","3","49","109",-16.34680377,-71.54521974,-1934840.135,2837991.927
"1.3.49.110","1","3","49","110",-16.34677163,-71.54528986,-1934835.48,2837984.391
"1.3.49.111","1","3","49","111",-16.34672891,-71.54543109,-1934828.687,2837968.93
"1.3.49.112","1","3","49","112",-16.34668872,-71.54549865,-1934823.119,2837961.789
"1.3.49.113","1","3","49","113",-16.34647526,-71.54531837,-1934800.308,2837985.012
"1.3.49.114","1","3","49","114",-16.34650933,-71.54524328,-1934805.252,2837993.086
"1.3.49.115","1","3","49","115",-16.34654638,-71.54518185,-1934810.376,2837999.571
"1.3.49.116","1","3","49","116",-16.3465883,-71.5450929,-1934816.416,2838009.114
"1.3.49.117","1","3","49","117",-16.34698336,-71.54513957,-1934862.237,2837998.684
"1.3.49.118","1","3","49","118",-16.34706942,-71.54518949,-1934871.72,2837991.903
"1.3.49.119","1","3","49","119",-16.347145,-71.54522735,-1934880.122,2837986.627
"1.3.49.120","1","3","49","120",-16.34726146,-71.54524063,-1934893.636,2837983.605
"1.3.49.121","1","3","49","121",-16.34721772,-71.5453713,-1934886.857,2837969.355
"1.3.49.122","1","3","49","122",-16.34718874,-71.54542074,-1934882.832,2837964.123
"1.3.49.123","1","3","49","123",-16.3471582,-71.54548795,-1934878.401,2837956.898
"1.3.49.124","1","3","49","124",-16.34711835,-71.5455785,-1934872.583,2837947.147
"1.3.49.125","1","3","49","125",-16.34708672,-71.54565168,-1934867.949,2837939.258
"1.3.49.126","1","3","49","126",-16.34698465,-71.54572965,-1934854.98,2837931.743
"1.3.49.126A","1","3","49","126A",-16.3467908,-71.54560205,-1934833.812,2837948.734
"1.3.49.127","1","3","49","127",-16.34683879,-71.54553049,-1934840.347,2837956.227
"1.3.49.128","1","3","49","128",-16.34686534,-71.54542147,-1934844.834,2837968.246
"1.3.49.129","1","3","49","129",-16.34690607,-71.5453798,-1934850.142,2837972.443
"1.3.49.130","1","3","49","130",-16.34692357,-71.54527726,-1934853.485,2837983.846
"1.3.49.131","1","3","49","131",-16.34738257,-71.54529449,-1934907.186,2837975.922
"1.3.49.132","1","3","49","132",-16.34745206,-71.54533892,-1934914.791,2837969.979
"1.3.49.133","1","3","49","133",-16.34753463,-71.54537604,-1934924.024,2837964.696
"1.3.49.134","1","3","49","134",-16.34762026,-71.54541243,-1934933.626,2837959.454
"1.3.49.135","1","3","49","135",-16.34760389,-71.54556071,-1934929.841,2837942.851
"1.3.49.136","1","3","49","136",-16.34758766,-71.54562472,-1934927.13,2837935.802
"1.3.49.137","1","3","49","137",-16.34756972,-71.5457123,-1934923.923,2837926.102
"1.3.49.138","1","3","49","138",-16.34756335,-71.54577855,-1934922.343,2837918.671
"1.3.49.139","1","3","49","139",-16.34755115,-71.54583545,-1934920.196,2837912.376
"1.3.49.140","1","3","49","140",-16.34734984,-71.5458073,-1934896.902,2837918.186
"1.3.49.141","1","3","49","141",-16.34717494,-71.54575493,-1934877.015,2837926.401
