"unicode","P","D","L","V","lat","long","y_proj","x_proj"
"1.1.64.1","1","1","64","1",-16.35347873,-71.51001514,-1936066.821,2841898.133
"1.1.64.2","1","1","64","2",-16.3525772,-71.5107022,-1935952.256,2841831.948
"1.1.64.3","1","1","64","3",-16.35238246,-71.51024096,-1935935.18,2841886.807
"1.1.64.4","1","1","64","4",-16.3525955,-71.51001904,-1935963.003,2841909.203
"1.1.64.5","1","1","64","5",-16.35291485,-71.50977199,-1936003.632,2841933.065
"1.1.64.6","1","1","64","6",-16.35266135,-71.50950682,-1935977.185,2841966.449
"1.1.64.7","1","1","64","7",-16.3524394,-71.50921139,-1935954.827,2842002.854
"1.1.64.8","1","1","64","8",-16.35231713,-71.50891217,-1935944.227,2842038.39
"1.1.64.9","1","1","64","9",-16.35202995,-71.5085546,-1935914.987,2842082.695
"1.1.64.10","1","1","64","10",-16.35184615,-71.5081665,-1935898.276,2842129.116
"1.1.64.11","1","1","64","11",-16.35330537,-71.50949463,-1936053.004,2841959.437
"1.1.64.12","1","1","64","12",-16.35310643,-71.50913933,-1936034.102,2842002.334
"1.1.64.13","1","1","64","13",-16.35289296,-71.50886297,-1936012.5,2842036.466
"1.1.64.14","1","1","64","14",-16.35265464,-71.50860059,-1935987.802,2842069.335
"1.1.64.15","1","1","64","15",-16.35246072,-71.50833719,-1935968.334,2842101.742
"1.1.64.16","1","1","64","16",-16.3522011,-71.50801771,-1935941.852,2842141.367
"1.1.64.17","1","1","64","17",-16.35253117,-71.5077159,-1935984.43,2842171.301
"1.1.64.18","1","1","64","18",-16.35277358,-71.507992,-1936009.436,2842136.821
"1.1.64.19","1","1","64","19",-16.35300554,-71.50826557,-1936033.246,2842102.765
"1.1.64.20","1","1","64","20",-16.35323977,-71.50854313,-1936057.272,2842068.226
"1.1.64.21","1","1","64","21",-16.35378398,-71.50849295,-1936121.842,2842066.824
"1.1.64.22","1","1","64","22",-16.35318388,-71.50771246,-1936061.161,2842163.182
"1.1.64.23","1","1","64","23",-16.35302024,-71.50744687,-1936045.277,2842195.443
"1.1.64.24","1","1","64","24",-16.35277272,-71.50701522,-1936021.629,2842247.635
"1.1.64.25","1","1","64","25",-16.3525242,-71.50671962,-1935996.151,2842284.407
"1.1.64.26","1","1","64","26",-16.35231932,-71.5064223,-1935975.822,2842320.805
"1.1.64.27","1","1","64","27",-16.3521776,-71.50621673,-1935961.759,2842345.972
"1.1.64.28","1","1","64","28",-16.35203239,-71.50601154,-1935947.28,2842371.142
"1.1.64.29","1","1","64","29",-16.35161977,-71.50644889,-1935893.296,2842326.909
"1.1.64.30","1","1","64","30",-16.35186494,-71.50673045,-1935918.558,2842291.773
"1.1.64.31","1","1","64","31",-16.35196817,-71.5072594,-1935924.029,2842230.424
"1.1.64.32","1","1","64","32",-16.35158279,-71.50699593,-1935882.066,2842265.335
"1.1.64.33","1","1","64","33",-16.35136248,-71.50667503,-1935860.221,2842304.61
"1.1.64.34","1","1","64","34",-16.35174908,-71.50572681,-1935917.578,2842407.135
"1.1.64.35","1","1","64","35",-16.35157075,-71.50549702,-1935899.518,2842435.526
"1.1.64.36","1","1","64","36",-16.35134324,-71.50521626,-1935876.321,2842470.342
"1.1.64.37","1","1","64","37",-16.3511196,-71.50496974,-1935853.148,2842501.222
"1.1.64.38","1","1","64","38",-16.35101747,-71.50548681,-1935834.641,2842443.898
"1.1.64.39","1","1","64","39",-16.3511768,-71.50575278,-1935850.013,2842411.649
"1.1.64.40","1","1","64","40",-16.35145249,-71.50602599,-1935878.965,2842377.062
"1.1.64.41","1","1","64","41",-16.35098111,-71.50636326,-1935819.337,2842344.948
"1.1.64.42","1","1","64","42",-16.35072472,-71.50609737,-1935792.56,2842378.452
"1.1.64.43","1","1","64","43",-16.3505145,-71.50576057,-1935772.1,2842419.399
"1.1.64.44","1","1","64","44",-16.35058403,-71.50674545,-1935767.874,2842306.769
"1.1.64.45","1","1","64","45",-16.35085396,-71.50708804,-1935795.276,2842264.387
"1.1.64.46","1","1","64","46",-16.35107951,-71.50740669,-1935817.766,2842225.3
"1.1.64.47","1","1","64","47",-16.35130706,-71.50769949,-1935840.816,2842189.119
"1.1.64.48","1","1","64","48",-16.35150841,-71.50795444,-1935861.264,2842157.574
"1.1.64.49","1","1","64","49",-16.35040609,-71.50745658,-1935738.018,2842228.418
"1.1.64.50","1","1","64","50",-16.35069,-71.50784508,-1935766.485,2842180.647
"1.1.64.51","1","1","64","51",-16.3508608,-71.50808503,-1935783.533,2842151.201
"1.1.64.52","1","1","64","52",-16.35102454,-71.5083412,-1935799.547,2842120.008
"1.1.64.53","1","1","64","53",-16.35127416,-71.50862021,-1935825.363,2842085.104
"1.1.64.54","1","1","64","54",-16.3515233,-71.50891958,-1935850.867,2842047.897
"1.1.64.21A","1","1","64","21A",-16.35361008,-71.5081426,-1936105.821,2842108.833
"1.1.64.21B","1","1","64","21B",-16.35358994,-71.50788279,-1936106.724,2842138.567
"1.1.64.21C","1","1","64","21C",-16.35347948,-71.50817995,-1936090.006,2842106.299
"1.1.64.20A","1","1","64","20A",-16.353578,-71.50871344,-1936094.867,2842044.498
"1.1.64.20B","1","1","64","20B",-16.35355536,-71.50904882,-1936087.986,2842006.749
"1.1.64.1A","1","1","64","1A",-16.35302347,-71.51060297,-1936005.936,2841837.387
"1.1.64.3A","1","1","64","3A",-16.35225823,-71.50982161,-1935925.862,2841935.996
"1.1.65.1","1","1","65","1",-16.3539414,-71.51454571,-1936064.168,2841378.187
"1.1.65.2","1","1","65","2",-16.3538992,-71.51446704,-1936060.2,2841387.661
"1.1.65.3","1","1","65","3",-16.35384898,-71.51438311,-1936055.356,2841397.835
"1.1.65.4","1","1","65","4",-16.35378879,-71.5142934,-1936049.413,2841408.796
"1.1.65.5","1","1","65","5",-16.35373073,-71.51418159,-1936043.999,2841422.235
"1.1.65.6","1","1","65","6",-16.35370501,-71.51408571,-1936042.183,2841433.446
"1.1.65.7","1","1","65","7",-16.3536791,-71.51400539,-1936040.15,2841442.895
"1.1.65.8","1","1","65","8",-16.35365844,-71.51390615,-1936038.971,2841454.421
"1.1.65.9","1","1","65","9",-16.35365318,-71.51381117,-1936039.548,2841465.263
"1.1.65.10","1","1","65","10",-16.35363675,-71.51375602,-1936038.312,2841471.733
"1.1.65.11","1","1","65","11",-16.35358711,-71.51365175,-1936033.792,2841484.208
"1.1.65.12","1","1","65","12",-16.35350406,-71.51352352,-1936025.648,2841499.835
