"unicode","P","D","L","V","lat","long","y_proj","x_proj"
"1.18.1.1","1","18","1","1",-16.43905675,-71.59110469,-1945097.888,2831588.767
"1.18.1.2","1","18","1","2",-16.43898277,-71.59104822,-1945089.911,2831596.131
"1.18.1.3","1","18","1","3",-16.43889925,-71.59097101,-1945081.077,2831605.97
"1.18.1.4","1","18","1","4",-16.43882677,-71.59090365,-1945073.413,2831614.548
"1.18.1.5","1","18","1","5",-16.43874326,-71.59085929,-1945064.165,2831620.664
"1.18.1.6","1","18","1","6",-16.43865975,-71.59080179,-1945055.083,2831628.269
"1.18.1.7","1","18","1","7",-16.43859829,-71.59075086,-1945048.508,2831634.841
"1.18.1.8","1","18","1","8",-16.43856035,-71.59070906,-1945044.578,2831640.073
"1.18.1.9","1","18","1","9",-16.43867715,-71.5905498,-1945060.297,2831656.597
"1.18.1.10","1","18","1","10",-16.43873381,-71.59057836,-1945066.591,2831652.622
"1.18.1.11","1","18","1","11",-16.43881889,-71.59062436,-1945076.003,2831646.3
"1.18.1.12","1","18","1","12",-16.43888207,-71.59068843,-1945082.615,2831638.215
"1.18.1.13","1","18","1","13",-16.43898449,-71.59078536,-1945093.421,2831625.896
"1.18.1.14","1","18","1","14",-16.43904909,-71.59083136,-1945100.428,2831619.84
"1.18.1.15","1","18","1","15",-16.43910109,-71.59088229,-1945105.893,2831613.391
"1.18.1.16","1","18","1","16",-16.43920982,-71.59062436,-1945121.906,2831641.202
"1.18.1.17","1","18","1","17",-16.43912158,-71.59055864,-1945112.372,2831649.799
"1.18.1.18","1","18","1","18",-16.43905225,-71.59049786,-1945104.996,2831657.592
"1.18.1.19","1","18","1","19",-16.43897504,-71.5904075,-1945097.067,2831668.838
"1.18.1.20","1","18","1","20",-16.43890098,-71.59034178,-1945089.197,2831677.251
"1.18.1.21","1","18","1","21",-16.43884583,-71.59026128,-1945083.735,2831687.092
"1.18.1.22","1","18","1","22",-16.43874813,-71.59017749,-1945073.318,2831697.861
"1.18.1.23","1","18","1","23",-16.43868038,-71.59011999,-1945066.085,2831705.261
"1.18.1.24","1","18","1","24",-16.43860159,-71.59006413,-1945057.537,2831712.618
"1.18.1.25","1","18","1","25",-16.43852911,-71.59000828,-1945049.729,2831719.893
"1.18.1.26","1","18","1","26",-16.43846608,-71.58994913,-1945043.072,2831727.417
"1.18.1.27","1","18","1","27",-16.4384062,-71.58988999,-1945036.785,2831734.9
"1.18.1.28","1","18","1","28",-16.43831954,-71.58986042,-1945026.981,2831739.381
"1.18.1.29","1","18","1","29",-16.4382439,-71.58978813,-1945019.01,2831748.559
"1.18.1.30","1","18","1","30",-16.43817772,-71.58974377,-1945011.797,2831754.448
"1.18.1.31","1","18","1","31",-16.43810367,-71.58969941,-1945003.659,2831760.441
"1.18.1.32","1","18","1","32",-16.43803748,-71.58964356,-1944996.591,2831767.634
"1.18.1.33","1","18","1","33",-16.43801027,-71.58959315,-1944994.03,2831773.7
"1.18.1.34","1","18","1","34",-16.43754271,-71.59013149,-1944932.353,2831718.792
"1.18.1.35","1","18","1","35",-16.43763725,-71.59012163,-1944943.579,2831718.677
"1.18.1.36","1","18","1","36",-16.43772549,-71.59011342,-1944954.043,2831718.457
"1.18.1.37","1","18","1","37",-16.43781846,-71.5901052,-1944965.063,2831718.175
"1.18.1.38","1","18","1","38",-16.43790512,-71.59011342,-1944975.136,2831716.114
"1.18.1.39","1","18","1","39",-16.43797288,-71.5900937,-1944983.34,2831717.465
"1.18.1.40","1","18","1","40",-16.43802015,-71.59007399,-1944989.139,2831719.083
"1.18.1.41","1","18","1","41",-16.43807845,-71.59004113,-1944996.398,2831722.046
"1.18.1.42","1","18","1","42",-16.43835885,-71.59009974,-1945028.586,2831711.748
