"unicode","P","D","L","V","lat","long","y_proj","x_proj"
"1.4.217.1","1","4","217","1","-16.32079981781281","-71.56827930716955","-1931496.56630638","2835714.19892717"
"1.4.217.2","1","4","217","2","-16.32080117746416","-71.56816976187309","-1931498.09769686","2835726.60608409"
"1.4.217.3","1","4","217","3","-16.32068019747993","-71.56818881929519","-1931483.64937343","2835726.01331047"
"1.4.217.4","1","4","217","4","-16.32060805293696","-71.56820624448007","-1931474.95745151","2835724.97241087"
"1.4.217.5","1","4","217","5","-16.32052013810002","-71.56819524554156","-1931464.76914545","2835727.35990791"
"1.4.217.6","1","4","217","6","-16.32043920776347","-71.56817486749664","-1931455.51864147","2835730.72062891"
"1.4.217.7","1","4","217","7","-16.32035438502753","-71.56817957584724","-1931445.49683506","2835731.28647456"
"1.4.217.8","1","4","217","8","-16.32027756918798","-71.56817628695454","-1931436.51561438","2835732.6555539"
"1.4.217.9","1","4","217","9","-16.32022885772114","-71.56817881761337","-1931430.76252263","2835733.0001459"
"1.4.217.10","1","4","217","10","-16.32014940470993","-71.56818605317966","-1931421.33977127","2835733.20970849"
"1.4.217.11","1","4","217","11","-16.32008079145004","-71.56817858314665","-1931413.3743351","2835734.94665066"
"1.4.217.12","1","4","217","12","-16.31999641814688","-71.56817696602103","-1931403.48451586","2835736.22409303"
"1.4.217.13","1","4","217","13","-16.31992731987066","-71.56817106517997","-1931395.4424612","2835737.78933643"
"1.4.217.14","1","4","217","14","-16.31988189811037","-71.56816702815424","-1931390.15799457","2835738.8361806"
"1.4.217.15","1","4","217","15","-16.31983386208976","-71.56817115677114","-1931384.46422651","2835738.99075561"
"1.4.217.16","1","4","217","16","-16.31974581118501","-71.5681547780767","-1931374.32728053","2835741.99015858"
"1.4.217.17","1","4","217","17","-16.31975076017841","-71.5682796726351","-1931373.3447598","2835727.76016774"
"1.4.217.18","1","4","217","18","-16.31975213204783","-71.56799566517687","-1931377.06196732","2835759.95515668"
"1.4.217.19","1","4","217","19","-16.31979718170648","-71.56788394650927","-1931383.75213836","2835772.04242193"
"1.4.217.20","1","4","217","20","-16.31988503379047","-71.56788897151948","-1931394.00790635","2835770.33333525"
"1.4.217.21","1","4","217","21","-16.32001883051511","-71.56794840126389","-1931408.97888698","2835761.85778856"
"1.4.217.22","1","4","217","22","-16.32012934466529","-71.56789888590725","-1931422.57934919","2835766.04092567"
"1.4.217.23","1","4","217","23","-16.32020133030773","-71.5678639217134","-1931431.47224147","2835769.07321674"
"1.4.217.24","1","4","217","24","-16.3202749847144","-71.56793391517004","-1931439.24690541","2835760.1793483"
"1.4.217.25","1","4","217","25","-16.32033927009049","-71.56793600379127","-1931446.77140006","2835759.10887312"
"1.4.217.26","1","4","217","26","-16.32045035660714","-71.56790545676965","-1931460.20158019","2835761.13312407"
"1.4.217.27","1","4","217","27","-16.3205815157913","-71.56790066846044","-1931475.66685617","2835759.97547635"
"1.4.217.28","1","4","217","28","-16.32065808069606","-71.56787586435453","-1931484.97038835","2835761.79597572"
"1.4.217.29","1","4","217","29","-16.32079044723932","-71.56787235484352","-1931500.5614608","2835760.47760429"
"1.4.217.30","1","4","217","30","-16.32076469698441","-71.56799500792231","-1931496.00111496","2835746.89999712"
"1.4.217.31","1","4","217","31","-16.32073070828039","-71.56769918393969","-1931495.71325469","2835780.89360888"
"1.4.217.32","1","4","217","32","-16.32058566213569","-71.56768347153968","-1931478.87357526","2835784.55659712"
"1.4.217.33","1","4","217","33","-16.32045910472365","-71.56768278379654","-1931464.01735242","2835786.2756989"
"1.4.217.34","1","4","217","34","-16.32039269021433","-71.56768242286581","-1931456.22113693","2835787.1778425"
"1.4.217.35","1","4","217","35","-16.32031014804829","-71.56766120304387","-1931446.79183207","2835790.65497193"
"1.4.217.36","1","4","217","36","-16.32022347424351","-71.56767155617494","-1931436.48189345","2835790.60459868"
"1.4.217.37","1","4","217","37","-16.32015116804166","-71.56766939238588","-1931428.016239","2835791.78761265"
"1.4.217.38","1","4","217","38","-16.32007856531625","-71.5676833023863","-1931419.31448555","2835791.15134095"
"1.4.217.39","1","4","217","39","-16.320009093369","-71.56770325457533","-1931410.90480183","2835789.78914827"
"1.4.217.40","1","4","217","40","-16.31994381805079","-71.56770859115429","-1931403.17104513","2835790.03027142"
"1.4.217.41","1","4","217","41","-16.31984502556096","-71.56770542468264","-1931391.6069874","2835791.67043482"
"1.4.217.42","1","4","217","42","-16.31972741449811","-71.56769321970286","-1931377.94575948","2835794.57977531"
"1.4.217.43","1","4","217","43","-16.31978622778218","-71.56761080651216","-1931385.88562725","2835803.16468211"
"1.4.217.44","1","4","217","44","-16.31977922902649","-71.56754216567026","-1931385.92307027","2835811.04085787"
"1.4.217.45","1","4","217","45","-16.31976294408971","-71.56737673521991","-1931386.08176123","2835830.01559203"
"1.4.217.46","1","4","217","46","-16.31977749053737","-71.56747089205423","-1931386.61132979","2835819.14744484"
"1.4.217.47","1","4","217","47","-16.31993233870566","-71.56743050940636","-1931405.30475929","2835821.71985473"
"1.4.217.48","1","4","217","48","-16.32001002892365","-71.56743193761977","-1931414.41202075","2835820.55045556"
"1.4.217.49","1","4","217","49","-16.32008822738377","-71.5674472975227","-1931423.40452736","2835817.79429465"
"1.4.217.50","1","4","217","50","-16.32016271945323","-71.56744622571223","-1931432.16745069","2835816.94991701"
"1.4.217.51","1","4","217","51","-16.32023972616842","-71.56747933665291","-1931440.79770028","2835812.19583875"
"1.4.217.52","1","4","217","52","-16.32031878653429","-71.56742639360139","-1931450.74671946","2835817.17557229"
"1.4.217.53","1","4","217","53","-16.32039933097996","-71.56744797317886","-1931459.93688542","2835813.68352566"
"1.4.217.54","1","4","217","54","-16.32046372273707","-71.5674007502388","-1931468.09137515","2835818.20466828"
"1.4.217.55","1","4","217","55","-16.32053696452634","-71.56739818361719","-1931476.72616262","2835817.54602435"
"1.4.217.56","1","4","217","56","-16.32059387934037","-71.56740820857392","-1931483.28558376","2835815.6709321"
"1.4.217.57","1","4","217","57","-16.3206394282964","-71.56743067052759","-1931488.35428397","2835812.53259483"
"1.4.217.58","1","4","217","58","-16.32070730294683","-71.56737916490312","-1931496.97149365","2835817.49430335"
"1.4.217.59","1","4","217","59","-16.32072277809498","-71.56747042237183","-1931497.64638834","2835806.94302064"
"1.4.217.60","1","4","217","60","-16.32077447884366","-71.56751739445164","-1931503.13072529","2835800.94492436"
"1.4.217.61","1","4","217","61","-16.32072981330609","-71.56761466406604","-1931496.66649768","2835790.49161707"
"1.4.217.62","1","4","217","62","-16.31954186245653","-71.56769702550294","-1931356.10401659","2835796.55407761"
"1.4.217.63","1","4","217","63","-16.31937987051024","-71.56769317104843","-1931337.12544556","2835799.09171292"
"1.4.217.64","1","4","217","64","-16.31929939715537","-71.56765527365091","-1931328.14792833","2835804.43358899"
"1.4.217.65","1","4","217","65","-16.31922703370095","-71.56759609635807","-1931320.38940711","2835812.08394041"
"1.4.217.66","1","4","217","66","-16.31914751778253","-71.56761042920652","-1931310.87036003","2835811.48928913"
"1.4.217.67","1","4","217","67","-16.31906081847342","-71.56759886650444","-1931300.83182218","2835813.92492714"
"1.4.217.68","1","4","217","68","-16.31898532475215","-71.56760840458652","-1931291.8452391","2835813.8219495"
"1.4.217.69","1","4","217","69","-16.31891086737912","-71.56761819420234","-1931282.97723158","2835813.67699945"
"1.4.217.70","1","4","217","70","-16.31883185776403","-71.56763089001716","-1931273.53815005","2835813.26143778"
"1.4.217.71","1","4","217","71","-16.31874790828138","-71.56764111537341","-1931263.54978599","2835813.19012754"
"1.4.217.72","1","4","217","72","-16.31867634149859","-71.56765166961542","-1931255.01172137","2835812.92095539"
"1.4.217.73","1","4","217","73","-16.3185424606561","-71.56772167493088","-1931238.41016071","2835806.71657989"
"1.4.217.74","1","4","217","74","-16.31854720045263","-71.56761147653631","-1931240.34662577","2835819.15421117"
"1.4.217.75","1","4","217","75","-16.31852352239533","-71.56754111171314","-1931238.44651761","2835827.44224405"
"1.4.217.76","1","4","217","76","-16.31856887399194","-71.56745913614962","-1931244.79971389","2835836.15218486"
"1.4.217.77","1","4","217","77","-16.31870698375622","-71.56741315285799","-1931261.59724571","2835839.57704677"
"1.4.217.78","1","4","217","78","-16.31877895550164","-71.56744129850003","-1931269.69833017","2835835.45148005"
"1.4.217.79","1","4","217","79","-16.31884612188129","-71.56742048433388","-1931277.84801768","2835836.94140802"
"1.4.217.80","1","4","217","80","-16.31900065225191","-71.56745260154365","-1931295.59634828","2835831.29489697"
"1.4.217.81","1","4","217","81","-16.31908982743197","-71.56744442164486","-1931306.17289889","2835831.06641843"
