UNICODE;P;D;L;V;lat;long;y_proj;x_proj
6.92.3.V3-1;6;92;3;V3-1;-16.42624797;-72.23373742;-1935659.901;2759057.4
6.92.3.V3-2;6;92;3;V3-2;-16.42603483;-72.23359703;-1935636.664;2759075.93
6.92.3.V3-3;6;92;3;V3-3;-16.42566684;-72.23361335;-1935593.409;2759078.708
6.92.3.V3-4;6;92;3;V3-4;-16.4257903;-72.23323206;-1935612.475;2759120.215
6.92.3.V1-1;6;92;3;V1-1;-16.42518826;-72.23352944;-1935538.43;2759094.192
6.92.3.V1-2;6;92;3;V1-2;-16.42491646;-72.23349716;-1935507.019;2759101.25
6.92.3.V1-3;6;92;3;V1-3;-16.42464467;-72.2334547;-1935475.732;2759109.457
6.92.3.V1-4;6;92;3;V1-4;-16.42466422;-72.23327993;-1935480.138;2759128.947
6.92.3.V1-5;6;92;3;V1-5;-16.424923;-72.23331221;-1935510.025;2759122.053
6.92.3.V1-6;6;92;3;V1-6;-16.42520456;-72.2333411;-1935542.62;2759115.256
6.92.3.U5-1;6;92;3;U5-1;-16.42421829;-72.23338244;-1935426.719;2759122.97
6.92.3.U5-2;6;92;3;U5-2;-16.42402428;-72.23335282;-1935404.377;2759128.751
6.92.3.U5-3;6;92;3;U5-3;-16.42388907;-72.23333207;-1935388.809;2759132.791
6.92.3.U5-4;6;92;3;U5-4;-16.42375255;-72.23330994;-1935373.103;2759137.004
6.92.3.U5-5;6;92;3;U5-5;-16.42362397;-72.23328781;-1935358.327;2759141.118
6.92.3.U5-6;6;92;3;U5-6;-16.42365314;-72.23310645;-1935363.938;2759161.232
6.92.3.U5-7;6;92;3;U5-7;-16.42378046;-72.23313041;-1935378.545;2759156.928
6.92.3.U5-8;6;92;3;U5-8;-16.42390873;-72.23314938;-1935393.323;2759153.175
6.92.3.U5-9;6;92;3;U5-9;-16.4240406;-72.2331691;-1935408.513;2759149.293
6.92.3.U5-10;6;92;3;U5-10;-16.42424524;-72.23319817;-1935432.106;2759143.44
6.92.3.U3-1;6;92;3;U3-1;-16.42340614;-72.23326158;-1935333.158;2759146.815
6.92.3.U3-2;6;92;3;U3-2;-16.42331413;-72.23324424;-1935322.602;2759149.928
6.92.3.U3-3;6;92;3;U3-3;-16.42322032;-72.23323011;-1935311.797;2759152.701
6.92.3.U3-4;6;92;3;U3-4;-16.42313975;-72.23321731;-1935302.525;2759155.158
6.92.3.U3-5;6;92;3;U3-5;-16.42303849;-72.23320427;-1935290.835;2759157.902
6.92.3.U3-6;6;92;3;U3-6;-16.42296038;-72.23318995;-1935281.869;2759160.499
6.92.3.U3-7;6;92;3;U3-7;-16.42286411;-72.23317734;-1935270.758;2759163.132
6.92.3.U3-8;6;92;3;U3-8;-16.42277986;-72.23316091;-1935261.099;2759166.045
6.92.3.U3-9;6;92;3;U3-9;-16.42267745;-72.23314619;-1935249.295;2759168.994
