UNICODE;P;D;L;V;lat;long;y_proj;x_proj
1.7.1.1;1;7;1;1;-16.4465754;-71.56266161;-1946339.081;2834713.951
1.7.1.2;1;7;1;2;-16.44650667;-71.56260563;-1946331.716;2834721.193
1.7.1.3;1;7;1;3;-16.44643136;-71.56254052;-1946323.692;2834729.557
1.7.1.4;1;7;1;4;-16.44634941;-71.56247357;-1946314.913;2834738.215
1.7.1.5;1;7;1;5;-16.4462939;-71.56242167;-1946309.048;2834744.822
1.7.1.6;1;7;1;6;-16.44624691;-71.56219334;-1946306.409;2834771.314
1.7.1.7;1;7;1;7;-16.44635153;-71.5622696;-1946317.734;2834761.304
1.7.1.8;1;7;1;8;-16.44645021;-71.56232432;-1946328.633;2834753.813
1.7.1.9;1;7;1;9;-16.44654319;-71.56241448;-1946338.415;2834742.38
1.7.1.10;1;7;1;10;-16.44662024;-71.56245903;-1946346.901;2834736.324
1.7.1.11;1;7;1;11;-16.44669319;-71.5625426;-1946354.415;2834725.9
1.7.1.12;1;7;1;12;-16.44678426;-71.5624314;-1946366.513;2834737.313
1.7.1.13;1;7;1;13;-16.44671336;-71.56234926;-1946359.222;2834747.548
1.7.1.14;1;7;1;14;-16.44666272;-71.56227957;-1946354.154;2834756.108
1.7.1.15;1;7;1;15;-16.44655433;-71.56222606;-1946342.099;2834763.588
1.7.1.16;1;7;1;16;-16.44646425;-71.56214035;-1946332.601;2834774.479
1.7.1.17;1;7;1;17;-16.44643838;-71.56186072;-1946333.089;2834806.508
1.7.1.18;1;7;1;18;-16.44649579;-71.56192506;-1946339.019;2834798.466
1.7.1.19;1;7;1;19;-16.44656006;-71.56197364;-1946345.955;2834792.121
1.7.1.20;1;7;1;20;-16.44662157;-71.56203693;-1946352.38;2834784.144
1.7.1.21;1;7;1;21;-16.44669979;-71.56209696;-1946360.81;2834776.319
1.7.1.22;1;7;1;22;-16.44676995;-71.56216568;-1946368.183;2834767.614
1.7.1.23;1;7;1;23;-16.44683691;-71.56224721;-1946375.018;2834757.499
1.7.1.24;1;7;1;24;-16.44689681;-71.56231244;-1946381.23;2834749.323
1.7.1.25;1;7;1;25;-16.44700304;-71.56218281;-1946395.34;2834762.627
1.7.1.26;1;7;1;26;-16.446931;-71.56212058;-1946387.665;2834770.62
1.7.1.27;1;7;1;27;-16.44687182;-71.56205561;-1946381.534;2834778.757
1.7.1.28;1;7;1;28;-16.44680974;-71.5619932;-1946375.03;2834786.642
1.7.1.29;1;7;1;29;-16.44674445;-71.56193282;-1946368.124;2834794.338
1.7.1.30;1;7;1;30;-16.44666259;-71.56188672;-1946359.092;2834800.632
1.7.1.31;1;7;1;31;-16.44658803;-71.56181247;-1946351.272;2834810.022
1.7.1.32;1;7;1;32;-16.44654488;-71.56173634;-1946347.165;2834819.213
1.7.1.33;1;7;1;33;-16.44664312;-71.56160467;-1946360.362;2834832.851
1.7.1.34;1;7;1;34;-16.44670678;-71.56166429;-1946367.086;2834825.263
1.7.1.35;1;7;1;35;-16.44676613;-71.5617342;-1946373.175;2834816.564
1.7.1.36;1;7;1;36;-16.44683034;-71.56179103;-1946379.999;2834809.285
1.7.1.37;1;7;1;37;-16.44689672;-71.56184011;-1946387.176;2834802.855
1.7.1.38;1;7;1;38;-16.44694934;-71.561909;-1946392.487;2834794.36
1.7.1.39;1;7;1;39;-16.44702719;-71.56198703;-1946400.645;2834784.5
1.7.1.40;1;7;1;40;-16.44710962;-71.56204467;-1946409.599;2834776.889
1.7.1.41;1;7;1;41;-16.44721447;-71.56192696;-1946423.396;2834788.86
1.7.1.42;1;7;1;42;-16.4471319;-71.56187178;-1946414.396;2834796.192
1.7.1.43;1;7;1;43;-16.4470609;-71.56180844;-1946406.857;2834804.299
1.7.1.44;1;7;1;44;-16.44698074;-71.56168475;-1946399.002;2834819.364
1.7.1.45;1;7;1;45;-16.44689991;-71.56164826;-1946389.969;2834824.556
1.7.1.46;1;7;1;46;-16.44684105;-71.56160547;-1946383.596;2834830.174
1.7.1.47;1;7;1;47;-16.44682104;-71.56140845;-1946383.732;2834852.765
1.7.1.48;1;7;1;48;-16.44691647;-71.5614777;-1946394.066;2834843.669
1.7.1.49;1;7;1;49;-16.44699542;-71.56155897;-1946402.313;2834833.427
1.7.1.50;1;7;1;50;-16.44709478;-71.56163072;-1946413.077;2834823.997
1.7.1.51;1;7;1;51;-16.4471805;-71.56168461;-1946422.464;2834816.77
1.7.1.52;1;7;1;52;-16.44729537;-71.56178119;-1946434.736;2834804.323
1.7.1.53;1;7;1;53;-16.44740685;-71.56168378;-1946449.056;2834813.906
1.7.1.54;1;7;1;54;-16.44733035;-71.56163724;-1946440.659;2834820.18
1.7.1.55;1;7;1;55;-16.44727331;-71.56156005;-1946434.934;2834829.674
1.7.1.56;1;7;1;56;-16.44719142;-71.56149607;-1946426.124;2834837.995
1.7.1.57;1;7;1;57;-16.44713725;-71.56143186;-1946420.571;2834845.979
1.7.1.58;1;7;1;58;-16.44704226;-71.561381;-1946410.057;2834852.985
1.7.1.59;1;7;1;59;-16.44699504;-71.56132275;-1946405.246;2834860.204
1.7.1.60;1;7;1;60;-16.44676062;-71.56112988;-1946380.148;2834885.125
1.7.1.61;1;7;1;61;-16.44671099;-71.56108694;-1946374.861;2834890.641
1.7.1.62;1;7;1;62;-16.44665761;-71.56103386;-1946369.262;2834897.353
1.7.1.63;1;7;1;63;-16.44659617;-71.56097313;-1946362.813;2834905.039
1.7.1.64;1;7;1;64;-16.4465381;-71.56093586;-1946356.462;2834910.022
1.7.1.65;1;7;1;65;-16.44703905;-71.56114652;-1946412.638;2834879.601
1.7.1.66;1;7;1;66;-16.44711638;-71.56121815;-1946420.815;2834870.473
1.7.1.67;1;7;1;67;-16.4472135;-71.56127714;-1946431.478;2834862.518
1.7.1.68;1;7;1;68;-16.44730422;-71.56136138;-1946441.069;2834851.785
1.7.1.69;1;7;1;69;-16.44740604;-71.56148158;-1946451.511;2834836.833
1.7.1.70;1;7;1;70;-16.44747216;-71.56154118;-1946458.525;2834829.214
1.7.1.71;1;7;1;71;-16.44757327;-71.56143648;-1946471.719;2834839.758
1.7.1.72;1;7;1;72;-16.44747938;-71.56130443;-1946462.358;2834855.95
1.7.1.73;1;7;1;73;-16.44741048;-71.56125916;-1946454.837;2834861.981
1.7.1.74;1;7;1;74;-16.44734317;-71.56119335;-1946447.763;2834870.32
1.7.1.75;1;7;1;75;-16.44721928;-71.56111155;-1946434.244;2834881.209
1.7.1.76;1;7;1;76;-16.4462698;-71.56092444;-1946325.098;2834914.822
1.7.1.77;1;7;1;77;-16.44620605;-71.56096909;-1946317.048;2834910.595
1.7.1.78;1;7;1;78;-16.44615756;-71.56102788;-1946310.612;2834904.566
1.7.1.79;1;7;1;79;-16.44611891;-71.56107012;-1946305.54;2834900.283
1.7.1.80;1;7;1;80;-16.44607377;-71.56111799;-1946299.635;2834895.448
1.7.1.81;1;7;1;81;-16.44602737;-71.56117285;-1946293.495;2834889.837
1.7.1.82;1;7;1;82;-16.44598075;-71.56125373;-1946286.999;2834881.279
1.7.1.83;1;7;1;83;-16.44593612;-71.56134036;-1946280.666;2834872.044
1.7.1.84;1;7;1;84;-16.44588266;-71.56140437;-1946273.58;2834865.489
1.7.1.85;1;7;1;85;-16.44585066;-71.56146166;-1946269.099;2834859.414
1.7.1.86;1;7;1;86;-16.44568151;-71.56156612;-1946247.917;2834849.786
1.7.1.87;1;7;1;87;-16.44578804;-71.56163131;-1946259.607;2834841.005
1.7.1.88;1;7;1;88;-16.44585985;-71.56168201;-1946267.401;2834834.321
1.7.1.89;1;7;1;89;-16.44593239;-71.5617292;-1946275.324;2834828.025
1.7.1.90;1;7;1;90;-16.44600522;-71.56178596;-1946283.162;2834820.641
1.7.1.91;1;7;1;91;-16.44607205;-71.5618377;-1946290.357;2834813.903
1.7.1.92;1;7;1;92;-16.44614254;-71.56189977;-1946297.853;2834805.947
1.7.1.93;1;7;1;93;-16.44597911;-71.56215494;-1946275.443;2834779.164
