"unicode","P","D","L","V","lat","long","y_proj","x_proj"
"1.3.49.89","1","3","49","89","-16.34607416490432","-71.54472756897185","-1934760.61027577","2838057.23481239"
"1.3.49.90","1","3","49","90","-16.34604543075031","-71.54487559264926","-1934755.376506","2838040.81993719"
"1.3.49.91","1","3","49","91","-16.34600381019445","-71.54497318318766","-1934749.26223053","2838030.29264507"
"1.3.49.92","1","3","49","92","-16.34579397425766","-71.54479245973081","-1934726.88255538","2838053.51846515"
"1.3.49.93","1","3","49","93","-16.34582817904855","-71.54460853545902","-1934733.20966809","2838073.93401899"
"1.3.49.94","1","3","49","94","-16.34591559661751","-71.54464810794218","-1934742.98146794","2838068.30905672"
"1.3.49.95","1","3","49","95","-16.34597779779052","-71.54469848384629","-1934749.65554145","2838061.78669422"
"1.3.49.96","1","3","49","96","-16.3462841401519","-71.54480150203564","-1934784.34706287","2838046.11906519"
"1.3.49.97","1","3","49","97","-16.34636834942145","-71.54484584787281","-1934793.68204002","2838039.99444115"
"1.3.49.98","1","3","49","98","-16.34645782740683","-71.54488789098119","-1934803.66482078","2838034.06247543"
"1.3.49.99","1","3","49","99","-16.34642661197764","-71.54497825274184","-1934798.86353339","2838024.21979174"
"1.3.49.100","1","3","49","100","-16.34637285204478","-71.54510656641776","-1934790.93754326","2838010.36585919"
"1.3.49.101","1","3","49","101","-16.34631042112545","-71.5452204222281","-1934782.1745466","2837998.26444894"
"1.3.49.101A","1","3","49","101A","-16.34609191441534","-71.54505596317216","-1934758.57219697","2838019.75828867"
"1.3.49.102","1","3","49","102","-16.34615087687844","-71.54497102327092","-1934766.56472825","2838028.62526019"
"1.3.49.103","1","3","49","103","-16.34616995310322","-71.54484451694137","-1934770.39385755","2838042.72525375"
"1.3.49.104","1","3","49","104","-16.34659140090168","-71.54495372588032","-1934818.52861333","2838024.85870304"
"1.3.49.105","1","3","49","105","-16.34667495346436","-71.54496963737907","-1934828.14344038","2838021.96756656"
"1.3.49.106","1","3","49","106","-16.34676794339806","-71.54505768219266","-1934837.96116362","2838010.77255174"
"1.3.49.107","1","3","49","107","-16.34687564199564","-71.54506483125012","-1934850.52234023","2838008.56123206"
"1.3.49.108","1","3","49","108","-16.34683770568722","-71.54515366938078","-1934844.95069966","2837998.97879473"
"1.3.49.109","1","3","49","109","-16.34680376739788","-71.54521973611244","-1934840.13460479","2837991.92703032"
"1.3.49.110","1","3","49","110","-16.34677163373275","-71.54528986130389","-1934835.47954239","2837984.39149972"
"1.3.49.111","1","3","49","111","-16.34672890510233","-71.54543108625745","-1934828.68726338","2837968.92982476"
"1.3.49.112","1","3","49","112","-16.34668871983525","-71.5454986529341","-1934823.11855345","2837961.78916997"
"1.3.49.113","1","3","49","113","-16.34647526107848","-71.54531837390778","-1934800.30785072","2837985.01156712"
"1.3.49.114","1","3","49","114","-16.34650932557226","-71.54524327591096","-1934805.25214022","2837993.08601379"
