"unicode","P","D","L","V","lat","long","y_proj","x_proj"
"1.24.1.1","1","24","1","1","-16.44678166645978","-71.60034321576991","-1945888.67824863","2830441.19682723"
"1.24.1.2","1","24","1","2","-16.446831102617","-71.60015540304103","-1945896.84583788","2830461.83285153"
"1.24.1.3","1","24","1","3","-16.4473122311446","-71.6006167045948","-1945947.53256536","2830403.29093139"
"1.24.1.4","1","24","1","4","-16.44693005839016","-71.59996389902206","-1945910.87419659","2830482.24146908"
"1.24.1.5","1","24","1","5","-16.44711531428611","-71.59969142319972","-1945936.05429525","2830510.69954037"
"1.24.1.6","1","24","1","6","-16.44717763613529","-71.599591694376","-1945944.62663251","2830521.18696149"
"1.24.1.7","1","24","1","7","-16.44708661550697","-71.59932092466788","-1945937.34663714","2830553.05409419"
"1.24.1.8","1","24","1","8","-16.44737036017023","-71.59914032233917","-1945972.93487033","2830569.81790166"
"1.24.1.9","1","24","1","9","-16.4475437569994","-71.59852347009932","-1946001.05646111","2830637.45106838"
"1.24.1.10","1","24","1","10","-16.44731920555503","-71.59870066102319","-1945972.46109419","2830620.30205284"
"1.24.1.11","1","24","1","11","-16.44737144098274","-71.59847931804322","-1945981.37963809","2830644.70086748"
"1.24.1.12","1","24","1","12","-16.44757605139334","-71.5983959530986","-1946006.45297829","2830651.47864758"
"1.24.1.13","1","24","1","13","-16.44760158844099","-71.59828357959714","-1946010.86553085","2830663.87846663"
"1.24.1.14","1","24","1","14","-16.44739834002121","-71.59836631983825","-1945985.95994728","2830657.1537267"
"1.24.1.15","1","24","1","15","-16.44744310651986","-71.59809321018352","-1945994.65304637","2830687.51555391"
"1.24.1.16","1","24","1","16","-16.44703872985865","-71.59809587738376","-1945947.13960168","2830692.48649428"
"1.24.1.17","1","24","1","17","-16.44666982617244","-71.59810202328609","-1945903.7474195","2830696.60058258"
"1.24.1.18","1","24","1","18","-16.4465219344847","-71.59808634670965","-1945886.57997272","2830700.30534692"
"1.24.1.19","1","24","1","19","-16.44647209561933","-71.59820779476256","-1945879.19988809","2830687.19406287"
"1.24.1.20","1","24","1","20","-16.44641101678046","-71.59830752239024","-1945870.77339729","2830676.69045979"
"1.24.1.21","1","24","1","21","-16.44629134014113","-71.59840724955023","-1945855.46667055","2830666.9509776"
"1.24.1.22","1","24","1","22","-16.44619827631919","-71.59847070019444","-1945843.74117748","2830660.97492348"
"1.24.1.23","1","24","1","23","-16.44605826195094","-71.59855875981414","-1945826.19334623","2830652.82262389"
"1.24.1.24","1","24","1","24","-16.44636316957949","-71.59908381751232","-1945855.38722533","2830589.35329064"
"1.24.1.25","1","24","1","25","-16.44592517853596","-71.59830742408687","-1945813.72992866","2830683.03656207"
"1.24.1.26","1","24","1","26","-16.44604625373699","-71.59826766381698","-1945828.44628943","2830685.96305774"
"1.24.1.27","1","24","1","27","-16.44623485386382","-71.59815007476639","-1945852.07044737","2830696.82777483"
"1.24.1.28","1","24","1","28","-16.44610798844708","-71.59812319736963","-1945837.51273624","2830701.52747944"
"1.24.1.29","1","24","1","29","-16.44581887925193","-71.59803584254811","-1945804.66613169","2830715.19537967"
"1.24.1.30","1","24","1","30","-16.44593320296718","-71.59802362361053","-1945818.24323287","2830715.08920909"
"1.24.1.31","1","24","1","31","-16.446296638778","-71.59804156368071","-1945860.69037663","2830708.31744222"
"1.24.1.32","1","24","1","32","-16.44633036613354","-71.59795347849371","-1945865.75890615","2830717.8585208"
"1.24.1.33","1","24","1","33","-16.44633220208965","-71.5977191973153","-1945868.922597","2830744.38083354"
"1.24.1.34","1","24","1","34","-16.44615223830147","-71.59772444552877","-1945847.72603623","2830746.13284134"
"1.24.1.35","1","24","1","35","-16.44598511769246","-71.5976580773046","-1945828.9386489","2830755.83219283"
"1.24.1.36","1","24","1","36","-16.44601065825632","-71.59753399356134","-1945833.49893265","2830769.55905371"
