"unicode","P","D","L","V","lat","long","y_proj","x_proj"
"1.8.1.20","1","8","1","20","-16.45216609554687","-71.51475072378852","-1947600.75987397","2840071.2455118"
"1.8.1.21","1","8","1","21","-16.45224534262428","-71.51483230092354","-1947609.03724876","2840060.95946795"
"1.8.1.22","1","8","1","22","-16.45232061390567","-71.51490801750279","-1947616.921705","2840051.38988067"
"1.8.1.23","1","8","1","23","-16.45267440255281","-71.51474048661601","-1947660.59985884","2840065.74398459"
"1.8.1.24","1","8","1","24","-16.45243734919077","-71.51503297834718","-1947629.05409422","2840035.69465109"
"1.8.1.25","1","8","1","25","-16.45252486353068","-71.51511097180052","-1947638.3479245","2840025.70652561"
"1.8.1.26","1","8","1","26","-16.45257961169514","-71.51516717169879","-1947644.06836608","2840018.61830756"
"1.8.1.27","1","8","1","27","-16.45263866836665","-71.51522203093457","-1947650.31187725","2840011.62560051"
"1.8.1.28","1","8","1","28","-16.45273486462834","-71.51532651919908","-1947660.29046299","2839998.52032751"
"1.8.1.29","1","8","1","29","-16.45279876006083","-71.51538116206308","-1947667.10510753","2839991.48874279"
"1.8.1.30","1","8","1","30","-16.45350279423976","-71.51611882279356","-1947740.47764287","2839898.64280231"
"1.8.1.31","1","8","1","31","-16.45359545570238","-71.51619536675616","-1947750.39435632","2839888.75164378"
"1.8.1.32","1","8","1","32","-16.45365440020868","-71.51625000525483","-1947756.62743702","2839881.78550633"
"1.8.1.33","1","8","1","33","-16.45372591662395","-71.51631692996799","-1947764.18192735","2839873.26188889"
"1.8.1.34","1","8","1","34","-16.45379305625561","-71.51640746995557","-1947770.92361421","2839862.11870973"
"1.8.1.35","1","8","1","35","-16.45386443031727","-71.51634110546055","-1947780.1471157","2839868.70607993"
"1.8.1.36","1","8","1","36","-16.45392275397912","-71.51628488539251","-1947787.70931948","2839874.31455346"
"1.8.1.37","1","8","1","37","-16.45397193569027","-71.51620510402732","-1947794.49563166","2839882.71364989"
"1.8.1.38","1","8","1","38","-16.45404012443593","-71.51614026294185","-1947803.32571751","2839889.1700601"
"1.8.1.39","1","8","1","39","-16.45410713309325","-71.51607189277223","-1947812.06182322","2839896.04197209"
"1.8.1.40","1","8","1","40","-16.45416796891524","-71.51599310951669","-1947820.20452737","2839904.17516612"
"1.8.1.41","1","8","1","41","-16.45422144350287","-71.5159300454079","-1947827.28371688","2839910.62297843"
"1.8.1.42","1","8","1","42","-16.4542911882924","-71.51585761071897","-1947836.3926652","2839917.91974573"
"1.8.1.43","1","8","1","43","-16.45434741151408","-71.51578578282279","-1947843.9055918","2839925.32494783"
"1.8.1.44","1","8","1","44","-16.45440971682951","-71.51571546600029","-1947852.11386871","2839932.47913766"
"1.8.1.45","1","8","1","45","-16.45445844858337","-71.51564314456631","-1947858.75304374","2839940.03846585"
"1.8.1.46","1","8","1","46","-16.45452658104866","-71.51558357791117","-1947867.50987326","2839945.8976723"
"1.8.1.47","1","8","1","47","-16.4545889354064","-71.51550961957582","-1947875.76999547","2839953.46398797"
"1.8.1.48","1","8","1","48","-16.45464745989425","-71.51543906099295","-1947883.53723615","2839960.69511514"
"1.8.1.49","1","8","1","49","-16.45473535667128","-71.51538626745204","-1947894.53010482","2839965.52746802"
"1.8.1.50","1","8","1","50","-16.45477486691189","-71.51532828229608","-1947899.90474797","2839971.58254102"
"1.8.1.51","1","8","1","51","-16.4548401420589","-71.51525064213709","-1947908.5545756","2839979.52790288"
"1.8.1.52","1","8","1","52","-16.45489219530241","-71.51517177943799","-1947915.66671747","2839987.78514985"
"1.8.1.53","1","8","1","53","-16.45496495943507","-71.51511008887137","-1947924.99454219","2839993.82435506"
"1.8.1.54","1","8","1","54","-16.45505218604674","-71.51505200783608","-1947935.97560726","2839999.26481655"
"1.8.1.55","1","8","1","55","-16.45511756519539","-71.51497768957256","-1947944.59567165","2840006.83222954"
"1.8.1.56","1","8","1","56","-16.45483359579369","-71.51500987639712","-1947910.83099348","2840006.90592989"
"1.8.1.57","1","8","1","57","-16.45033739378597","-71.51449729872731","-1947389.14792913","2840123.93944958"
"1.8.1.58","1","8","1","58","-16.45040501024964","-71.5144937006155","-1947397.13632969","2840123.46122505"
"1.8.1.59","1","8","1","59","-16.45048021628473","-71.51448794415347","-1947406.04357108","2840123.12820536"
"1.8.1.60","1","8","1","60","-16.45057543125508","-71.51447930974533","-1947417.3376547","2840122.85920562"
"1.8.1.61","1","8","1","61","-16.45063614819871","-71.51447715064845","-1947424.49737003","2840122.30826029"
