"unicode","P","D","L","V","lat","long","y_proj","x_proj"
"1.4.132.1","1","4","132","1",-16.34195535,-71.60885453,-1933473.299,2830838.77
"1.4.132.2","1","4","132","2",-16.34191159,-71.60897582,-1933466.644,2830825.584
"1.4.132.3","1","4","132","3",-16.34187695,-71.60907525,-1933461.333,2830814.76
"1.4.132.4","1","4","132","4",-16.34185101,-71.60919056,-1933456.845,2830802.023
"1.4.132.5","1","4","132","5",-16.34166229,-71.60913464,-1933435.383,2830810.807
"1.4.132.6","1","4","132","6",-16.34172955,-71.60892073,-1933445.957,2830834.189
"1.4.132.7","1","4","132","7",-16.34134447,-71.60928725,-1933396.155,2830797.62
"1.4.132.8","1","4","132","8",-16.341318,-71.60939389,-1933391.714,2830785.872
"1.4.132.9","1","4","132","9",-16.34127927,-71.60950691,-1933385.752,2830773.56
"1.4.132.10","1","4","132","10",-16.34106593,-71.60943404,-1933361.613,2830784.585
"1.4.132.11","1","4","132","11",-16.3411537,-71.60927142,-1933373.952,2830801.886
"1.4.132.12","1","4","132","12",-16.34160671,-71.60936284,-1933426.003,2830785.654
"1.4.132.13","1","4","132","13",-16.34177788,-71.60942261,-1933445.355,2830776.659
"1.4.132.14","1","4","132","14",-16.34174574,-71.60953468,-1933440.18,2830764.37
"1.4.132.15","1","4","132","15",-16.34172415,-71.60963351,-1933436.409,2830753.444
"1.4.132.16","1","4","132","16",-16.34155167,-71.60959418,-1933416.648,2830760.138
"1.4.132.17","1","4","132","17",-16.34157437,-71.60947667,-1933420.782,2830773.166
"1.4.132.18","1","4","132","18",-16.34202934,-71.6094867,-1933474.081,2830766.136
"1.4.132.19","1","4","132","19",-16.34221431,-71.60954954,-1933495.016,2830756.615
"1.4.132.20","1","4","132","20",-16.34217413,-71.60966974,-1933488.794,2830743.508
"1.4.132.21","1","4","132","21",-16.3421369,-71.60977009,-1933483.167,2830732.612
"1.4.132.22","1","4","132","22",-16.34196145,-71.60971338,-1933463.274,2830741.315
"1.4.132.23","1","4","132","23",-16.34199497,-71.60960848,-1933468.523,2830752.774
"1.4.132.24","1","4","132","24",-16.34216561,-71.60912732,-1933494.577,2830805.117
"1.4.132.25","1","4","132","25",-16.34257865,-71.60970336,-1933535.874,2830734.456
"1.4.132.26","1","4","132","26",-16.34302033,-71.6098636,-1933585.734,2830710.568
"1.4.132.27","1","4","132","27",-16.34381937,-71.60910305,-1933689.072,2830786.447
"1.4.132.28","1","4","132","28",-16.34337509,-71.60990548,-1933626.867,2830701.225
"1.4.132.29","1","4","132","29",-16.3435583,-71.60996552,-1933647.63,2830692.044
"1.4.132.30","1","4","132","30",-16.34351227,-71.61007699,-1933640.83,2830680.002
"1.4.132.31","1","4","132","31",-16.34347938,-71.61019779,-1933635.457,2830666.732
"1.4.132.32","1","4","132","32",-16.3433144,-71.61014682,-1933616.722,2830674.648
"1.4.132.33","1","4","132","33",-16.34333191,-71.6100095,-1933620.496,2830689.99
"1.4.132.34","1","4","132","34",-16.34322941,-71.61041197,-1933603.426,2830645.687
"1.4.132.35","1","4","132","35",-16.34342781,-71.61046876,-1933626.013,2830636.677
"1.4.132.36","1","4","132","36",-16.34336394,-71.61060522,-1933616.807,2830622.033
"1.4.132.37","1","4","132","37",-16.3433242,-71.61073245,-1933610.549,2830608.123
"1.4.132.38","1","4","132","38",-16.34329257,-71.61086982,-1933605.116,2830592.958
