"unicode","P","D","L","V","lat","long","y_proj","x_proj"
"1.11.18.78","1","11","18","78",-16.38185241,-71.51294868,-1939363.363,2841195.28
"1.11.18.79","1","11","18","79",-16.38178751,-71.5130252,-1939354.774,2841187.45
"1.11.18.80","1","11","18","80",-16.38172706,-71.51309311,-1939346.817,2841180.538
"1.11.18.81","1","11","18","81",-16.38164872,-71.51315433,-1939336.842,2841174.617
"1.11.18.82","1","11","18","82",-16.38158072,-71.5132306,-1939327.893,2841166.854
"1.11.18.83","1","11","18","83",-16.38155957,-71.51328911,-1939324.67,2841160.495
"1.11.18.84","1","11","18","84",-16.38153019,-71.51333452,-1939320.646,2841155.728
"1.11.18.85","1","11","18","85",-16.38148988,-71.51340891,-1939314.973,2841147.817
"1.11.18.86","1","11","18","86",-16.38133451,-71.51333811,-1939297.612,2841157.875
"1.11.18.87","1","11","18","87",-16.38106,-71.51332885,-1939265.479,2841162.509
"1.11.18.88","1","11","18","88",-16.38107095,-71.51328042,-1939267.376,2841167.858
"1.11.18.89","1","11","18","89",-16.38113158,-71.5132128,-1939275.351,2841174.736
"1.11.18.90","1","11","18","90",-16.3811657,-71.51315636,-1939280.07,2841180.692
"1.11.18.91","1","11","18","91",-16.38124626,-71.51306965,-1939290.628,2841189.474
"1.11.18.92","1","11","18","92",-16.38130599,-71.51301255,-1939298.365,2841195.17
"1.11.18.93","1","11","18","93",-16.38136078,-71.51292959,-1939305.846,2841203.863
"1.11.18.94","1","11","18","94",-16.38141164,-71.51281963,-1939313.207,2841215.67
"1.11.18.95","1","11","18","95",-16.38148204,-71.51268381,-1939323.19,2841230.155
"1.11.18.96","1","11","18","96",-16.38156695,-71.51278037,-1939331.948,2841218.096
"1.11.18.97","1","11","18","97",-16.38164977,-71.51284011,-1939340.925,2841210.239
"1.11.18.98","1","11","18","98",-16.38172524,-71.51291032,-1939348.906,2841201.291
"1.11.18.99","1","11","18","99",-16.38130785,-71.51254006,-1939304.536,2841248.732
"1.11.18.100","1","11","18","100",-16.38123368,-71.51260542,-1939295,2841242.288
"1.11.18.101","1","11","18","101",-16.3811971,-71.51265599,-1939290.065,2841237.03
"1.11.18.102","1","11","18","102",-16.38115617,-71.51269922,-1939284.712,2841232.661
"1.11.18.103","1","11","18","103",-16.38112604,-71.51275451,-1939280.475,2841226.784
"1.11.18.104","1","11","18","104",-16.38108698,-71.51281939,-1939275.069,2841219.936
"1.11.18.105","1","11","18","105",-16.381058,-71.51289859,-1939270.666,2841211.332
"1.11.18.106","1","11","18","106",-16.38099486,-71.51295761,-1939262.504,2841205.463
"1.11.18.107","1","11","18","107",-16.38095784,-71.51304233,-1939257.087,2841196.338
"1.11.18.108","1","11","18","108",-16.38090459,-71.51311182,-1939249.956,2841189.151
"1.11.18.109","1","11","18","109",-16.38086148,-71.51317655,-1939244.075,2841182.373
"1.11.18.110","1","11","18","110",-16.3808154,-71.51326645,-1939237.529,2841172.779
"1.11.18.111","1","11","18","111",-16.38056284,-71.51312713,-1939209.614,2841191.876
"1.11.18.112","1","11","18","112",-16.38046007,-71.51306558,-1939198.316,2841200.198
"1.11.18.113","1","11","18","113",-16.38050032,-71.51297522,-1939204.183,2841209.92
"1.11.18.114","1","11","18","114",-16.38055424,-71.51288757,-1939211.621,2841219.157
"1.11.18.115","1","11","18","115",-16.38061663,-71.51278657,-1939220.224,2841229.797
"1.11.18.116","1","11","18","116",-16.3806738,-71.51273992,-1939227.529,2841234.342
"1.11.18.117","1","11","18","117",-16.38069626,-71.51269613,-1939230.719,2841239.016
"1.11.18.118","1","11","18","118",-16.38073413,-71.51264245,-1939235.845,2841244.609
"1.11.18.119","1","11","18","119",-16.38079262,-71.512537,-1939244.045,2841255.805
"1.11.18.120","1","11","18","120",-16.38084118,-71.5124711,-1939250.58,2841262.645
"1.11.18.121","1","11","18","121",-16.38088813,-71.51237107,-1939257.356,2841273.376
"1.11.18.122","1","11","18","122",-16.38096267,-71.51225141,-1939267.621,2841285.974
"1.11.18.123","1","11","18","123",-16.38100645,-71.51232002,-1939271.901,2841277.622
"1.11.18.124","1","11","18","124",-16.38109681,-71.51236123,-1939281.997,2841271.769
"1.11.18.125","1","11","18","125",-16.38115001,-71.51239571,-1939287.813,2841267.164
"1.11.18.126","1","11","18","126",-16.38118768,-71.5124302,-1939291.804,2841262.76
"1.11.18.127","1","11","18","127",-16.38124542,-71.51246756,-1939298.116,2841257.77
"1.11.18.128","1","11","18","128",-16.38150568,-71.5122493,-1939331.443,2841279.126
"1.11.18.129","1","11","18","129",-16.38142217,-71.51217288,-1939322.594,2841288.882
"1.11.18.130","1","11","18","130",-16.38136258,-71.51213014,-1939316.132,2841294.507
"1.11.18.131","1","11","18","131",-16.38131419,-71.51209767,-1939310.857,2841298.822
"1.11.18.132","1","11","18","132",-16.38125286,-71.51205115,-1939304.238,2841304.899
"1.11.18.133","1","11","18","133",-16.38115736,-71.5119799,-1939293.916,2841314.225
"1.11.18.134","1","11","18","134",-16.38123751,-71.51186974,-1939304.72,2841325.673
"1.11.18.135","1","11","18","135",-16.38126368,-71.5118295,-1939308.302,2841329.895
"1.11.18.136","1","11","18","136",-16.3813356,-71.51175902,-1939317.639,2841336.949
"1.11.18.137","1","11","18","137",-16.38143577,-71.51166166,-1939330.634,2841346.684
"1.11.18.138","1","11","18","138",-16.38150933,-71.51155935,-1939340.566,2841357.327
"1.11.18.139","1","11","18","139",-16.38156622,-71.5114471,-1939348.665,2841369.314
"1.11.18.140","1","11","18","140",-16.38164336,-71.51131196,-1939359.431,2841383.634
"1.11.18.141","1","11","18","141",-16.38178613,-71.51107508,-1939379.188,2841408.635
"1.11.18.142","1","11","18","142",-16.38181632,-71.5111177,-1939382.199,2841403.408
"1.11.18.143","1","11","18","143",-16.38187128,-71.51113543,-1939388.432,2841400.679
"1.11.18.144","1","11","18","144",-16.38194265,-71.51121337,-1939395.834,2841390.908
"1.11.18.145","1","11","18","145",-16.38196791,-71.51123756,-1939398.496,2841387.835
"1.11.18.146","1","11","18","146",-16.38203308,-71.51128065,-1939405.61,2841382.097
"1.11.18.147","1","11","18","147",-16.38210394,-71.51133927,-1939413.197,2841374.524
"1.11.18.148","1","11","18","148",-16.38200771,-71.51148536,-1939400.05,2841359.212
"1.11.18.149","1","11","18","149",-16.38192837,-71.51157177,-1939389.639,2841350.447
