"unicode","P","D","L","V","lat","long","y_proj","x_proj"
"1.11.1.1","1","11","1","1",-16.39322435,-71.52830282,-1940505.828,2839305.647
"1.11.1.2","1","11","1","2",-16.39300614,-71.52829921,-1940480.24,2839308.904
"1.11.1.3","1","11","1","3",-16.39285631,-71.52827775,-1940462.91,2839313.293
"1.11.1.4","1","11","1","4",-16.39275555,-71.52831591,-1940450.592,2839310.282
"1.11.1.5","1","11","1","5",-16.39273445,-71.52821117,-1940449.434,2839322.434
"1.11.1.6","1","11","1","6",-16.39274913,-71.52798235,-1940454.041,2839348.188
"1.11.1.7","1","11","1","7",-16.39249372,-71.52804252,-1940423.279,2839344.699
"1.11.1.8","1","11","1","8",-16.39241934,-71.52804922,-1940414.458,2839344.911
"1.11.1.9","1","11","1","9",-16.39234989,-71.52803182,-1940406.519,2839347.79
"1.11.1.10","1","11","1","10",-16.39222621,-71.52799573,-1940392.445,2839353.497
"1.11.1.11","1","11","1","11",-16.39215386,-71.52798114,-1940384.13,2839356.095
"1.11.1.12","1","11","1","12",-16.39209142,-71.5279701,-1940376.933,2839358.162
"1.11.1.13","1","11","1","13",-16.39202061,-71.52797689,-1940368.53,2839358.316
"1.11.1.14","1","11","1","14",-16.39194207,-71.52797296,-1940359.353,2839359.787
"1.11.1.15","1","11","1","15",-16.39185486,-71.52797275,-1940349.112,2839360.948
"1.11.1.16","1","11","1","16",-16.39177883,-71.5279741,-1940340.164,2839361.788
"1.11.1.17","1","11","1","17",-16.39166307,-71.52798142,-1940326.473,2839362.468
"1.11.1.18","1","11","1","18",-16.39155707,-71.52801254,-1940313.629,2839360.322
"1.11.1.19","1","11","1","19",-16.39136833,-71.52802697,-1940291.276,2839361.15
"1.11.1.20","1","11","1","20",-16.39121845,-71.52791031,-1940275.139,2839376.334
"1.11.1.21","1","11","1","21",-16.39127646,-71.52788519,-1940282.27,2839378.426
"1.11.1.22","1","11","1","22",-16.3913412,-71.52785634,-1940290.239,2839380.852
"1.11.1.23","1","11","1","23",-16.39142287,-71.52781181,-1940300.393,2839384.837
"1.11.1.24","1","11","1","24",-16.39149176,-71.52779116,-1940308.746,2839386.278
"1.11.1.25","1","11","1","25",-16.39152145,-71.52777984,-1940312.377,2839387.175
"1.11.1.26","1","11","1","26",-16.39158074,-71.52775271,-1940319.682,2839389.478
"1.11.1.27","1","11","1","27",-16.39167987,-71.52769688,-1940332.031,2839394.515
"1.11.1.28","1","11","1","28",-16.39180204,-71.52765705,-1940346.885,2839397.437
"1.11.1.29","1","11","1","29",-16.39186006,-71.52762829,-1940354.062,2839399.941
"1.11.1.30","1","11","1","30",-16.3919279,-71.52760532,-1940362.321,2839401.659
"1.11.1.31","1","11","1","31",-16.39205799,-71.52757709,-1940377.958,2839403.163
"1.11.1.32","1","11","1","32",-16.39214964,-71.52754763,-1940389.096,2839405.307
"1.11.1.33","1","11","1","33",-16.39220835,-71.52756236,-1940395.806,2839402.871
"1.11.1.34","1","11","1","34",-16.39231236,-71.52752723,-1940408.468,2839405.498
"1.11.1.35","1","11","1","35",-16.39243853,-71.52749981,-1940423.634,2839406.96
"1.11.1.36","1","11","1","36",-16.39251231,-71.52753769,-1940431.824,2839401.702
"1.11.1.37","1","11","1","37",-16.39260381,-71.527558,-1940442.316,2839398.204
"1.11.1.38","1","11","1","38",-16.39270644,-71.52753246,-1940454.694,2839399.761
"1.11.1.39","1","11","1","39",-16.39276593,-71.52753821,-1940461.61,2839398.332
"1.11.1.40","1","11","1","40",-16.39284303,-71.52753638,-1940470.69,2839397.533
