n_microred;microred;cluster;point_name;code_point;lat;long;y_proj;x_proj;type_point;estratategy
3;CIUDAD DE DIOS;20; Losa Deportiva Upis Los Milagros Zona 2;CL20_PP_001;-16.292959;-71.62905;-1927467.958;2829182.153;Fixed;Propuesto
3;CIUDAD DE DIOS;20; (Movil);CL20_PP_002;-16.28932;-71.62926;-1927038.053;2829205.28;Mobile;Establecido
3;CIUDAD DE DIOS;20; Losa Deportiva;CL20_PP_003;-16.287348;-71.62532;-1926855.584;2829677.542;Fixed;Propuesto
3;CIUDAD DE DIOS;20; Losa Deportiva;CL20_PP_004;-16.285343;-71.628494;-1926580.616;2829343.441;Fixed;Propuesto
3;CIUDAD DE DIOS;20; Asoc. Casa Granja Monte De Sinahi;CL20_PP_005;-16.285739;-71.633527;-1926564.435;2828767.556;Fixed;Propuesto
3;CIUDAD DE DIOS;20; Asoc. San Tusa - Lomas De Yura (Movil);CL20_PP_006;-16.287713;-71.631371;-1926823.067;2828986.606;Mobile;Establecido
3;CIUDAD DE DIOS;20; Loza Deportiva-Upis Milagros;CL20_PP_007;-16.290685;-71.633515;-1927145.327;2828705.142;Fixed;Establecido
3;CIUDAD DE DIOS;20; Losa Deportiva;CL20_PP_008;-16.292173;-71.633974;-1927314.325;2828633.901;Fixed;Propuesto
3;CIUDAD DE DIOS;20; Asoc. Milagros (Paradero Luren);CL20_PP_009;-16.292598;-71.63585;-1927340.861;2828415.682;Fixed;Establecido
3;CIUDAD DE DIOS;20; Parque La Perla De Yura;CL20_PP_010;-16.291188;-71.637672;-1927152.617;2828227.251;Fixed;Propuesto
3;CIUDAD DE DIOS;20; La Perla De Yura;CL20_PP_011;-16.290224;-71.640629;-1927002.613;2827904.36;Fixed;Propuesto
3;CIUDAD DE DIOS;20; La Pascanareal Progreso (Movil);CL20_PP_012;-16.289696;-71.642592;-1926916.183;2827688.567;Mobile;Establecido
3;CIUDAD DE DIOS;20; Las Lomas De Yura;CL20_PP_013;-16.299413;-71.643249;-1928048.87;2827488.796;Fixed;Propuesto
3;CIUDAD DE DIOS;20; Empresa Angeles Del Cono Norte (Movil);CL20_PP_014;-16.294573;-71.636756;-1927561.469;2828287.474;Mobile;Establecido
3;CIUDAD DE DIOS;20; Paradero Km 17;CL20_PP_015;-16.294392;-71.630993;-1927612.009;2828943.326;Fixed;Establecido
3;CIUDAD DE DIOS;20; Complejo Deportivo Upis Milagros Margen Izquierda;CL20_PP_016;-16.296524;-71.630301;-1927870.965;2828994.292;Fixed;Establecido
3;CIUDAD DE DIOS;20; Loza Deportiva Comite 36;CL20_PP_017;-16.298322;-71.628791;-1928100.901;2829142.324;Fixed;Establecido
3;CIUDAD DE DIOS;20; Asoc. Puno-Cusco (Movil);CL20_PP_018;-16.299657;-71.631054;-1928229.449;2828868.476;Mobile;Establecido
3;CIUDAD DE DIOS;20; Asoc. Altiplano Taller (Movil);CL20_PP_019;-16.300951;-71.630912;-1928383.156;2828867.879;Mobile;Establecido
3;CIUDAD DE DIOS;20; Complejo Residentes De Salamanca;CL20_PP_020;-16.300886;-71.633268;-1928346.161;2828601.559;Fixed;Propuesto
3;CIUDAD DE DIOS;20; Asoc. Salamanca;CL20_PP_021;-16.299037;-71.634459;-1928114.22;2828490.363;Fixed;Establecido
3;CIUDAD DE DIOS;20; Olla Comun Bellavista;CL20_PP_022;-16.302194;-71.638373;-1928436.125;2828005.814;Fixed;Establecido
3;CIUDAD DE DIOS;20; Asoc. Bellavista Zona 2 (Movil);CL20_PP_023;-16.304626;-71.639649;-1928705.77;2827829.753;Mobile;Establecido
3;CIUDAD DE DIOS;20; Iglesia Pentecostal;CL20_PP_024;-16.305623;-71.636727;-1928859.24;2828148.208;Fixed;Propuesto
3;CIUDAD DE DIOS;20; Losa Deportiva Residentes De Puno;CL20_PP_025;-16.307235;-71.637341;-1929040.855;2828057.785;Fixed;Propuesto
3;CIUDAD DE DIOS;20; Colegio El Altiplano;CL20_PP_026;-16.306626;-71.632147;-1929034.094;2828654.588;Fixed;Establecido
3;CIUDAD DE DIOS;20; Olla Comun Las Bendecidas;CL20_PP_027;-16.312732;-71.630199;-1929775.32;2828796.629;Fixed;Propuesto
3;CIUDAD DE DIOS;20; Losa Deportiva;CL20_PP_028;-16.312032;-71.631161;-1929681.132;2828696.591;Fixed;Propuesto
3;CIUDAD DE DIOS;20; Profamloza Deportiva Zona 2;CL20_PP_029;-16.313058;-71.632037;-1929790.674;2828584.014;Fixed;Establecido
3;CIUDAD DE DIOS;20; Olla Comun Hatum Warmis;CL20_PP_030;-16.311249;-71.636355;-1929524.434;2828117.772;Fixed;Propuesto
3;CIUDAD DE DIOS;20; Asoc. Profamreservorio Zona 1;CL20_PP_031;-16.313034;-71.636077;-1929737.479;2828126.248;Fixed;Establecido
3;CIUDAD DE DIOS;20; Utuparaolla Comun Sazon Y Sabor;CL20_PP_032;-16.310209;-71.638854;-1929371.176;2827847.849;Fixed;Establecido
3;CIUDAD DE DIOS;20; Olla Comun Sazon Y Sabor;CL20_PP_033;-16.31156;-71.639961;-1929515.998;2827704.896;Fixed;Propuesto
3;CIUDAD DE DIOS;20; Loza Deportivo Zona F;CL20_PP_034;-16.312404;-71.641007;-1929602.053;2827575.406;Fixed;Establecido
3;CIUDAD DE DIOS;20; Losa Deportiva;CL20_PP_035;-16.315952;-71.642341;-1930001.986;2827378.361;Fixed;Propuesto
3;CIUDAD DE DIOS;20; Losa Deportiva;CL20_PP_036;-16.313126;-71.645422;-1929631.797;2827065.518;Fixed;Propuesto
