n_microred;microred;cluster;point_name;code_point;lat;long;y_proj;x_proj;type_point;estratategy
10;ALTO SELVA ALEGRE;7; Capilla 1ro De Enero;CL07_PP_001;-16.37333;-71.527951;-1938173237;2839605045;Fixed;Establecido
10;ALTO SELVA ALEGRE;7; Colegio_Andenes_De_Chilina;CL07_PP_002;-16.373017;-71.52943;-1938117855;2839441395;Fixed;Propuesto
10;ALTO SELVA ALEGRE;7; Loza Deportiva Villa Salvador;CL07_PP_003;-16.370481;-71.530588;-1937805375;2839343122;Fixed;Establecido
10;ALTO SELVA ALEGRE;7; Parque_Pampa_Chica;CL07_PP_004;-16.36961;-71.529538;-1937716267;2839473554;Fixed;Propuesto
10;ALTO SELVA ALEGRE;7; Estadio Campeones Del 81;CL07_PP_005;-16.369535;-71.527958;-1937727337;2839653.72;Fixed;Establecido
10;ALTO SELVA ALEGRE;7; Losa_Deportiva_Villa_Florida;CL07_PP_006;-16.368613;-71.527466;-1937625217;2839721535;Fixed;Propuesto
10;ALTO SELVA ALEGRE;7; Local Comunal 1ro Enero;CL07_PP_007;-16.371363;-71.525742;-1937969967;2839881211;Fixed;Establecido
10;ALTO SELVA ALEGRE;7; Villa Independiente Zona B;CL07_PP_008;-16.3703;-71.523035;-1937879161;2840202077;Mobile;Establecido
10;ALTO SELVA ALEGRE;7; Losa_Deportiva_Villa_Independiente_Zona_B;CL07_PP_009;-16.36991;-71.519433;-1937878687;2840615684;Fixed;Propuesto
10;ALTO SELVA ALEGRE;7; P.S. San Juan Bautista;CL07_PP_010;-16.368775;-71.519355;-1937746.33;2840639.33;Fixed;Establecido
10;ALTO SELVA ALEGRE;7; Loza Deportiva Independencia Zona B;CL07_PP_011;-16.367504;-71.521308;-1937572.43;2840434398;Fixed;Establecido
10;ALTO SELVA ALEGRE;7; Parque_Tematico;CL07_PP_012;-16.367637;-71.523885;-1937555622;2840140391;Fixed;Propuesto
10;ALTO SELVA ALEGRE;7; C.S. Independencia;CL07_PP_013;-16.36688;-71.524899;-1937453932;2840035256;Fixed;Establecido
10;ALTO SELVA ALEGRE;7; Losa_Deportiva_Villa_Florida;CL07_PP_014;-16.366312;-71.526679;-1937364809;2839840.78;Fixed;Propuesto
10;ALTO SELVA ALEGRE;7; I.E. Beethoven;CL07_PP_015;-16.36397;-71.52225;-1937145406;2840373626;Fixed;Establecido
10;ALTO SELVA ALEGRE;7; Colegio_Beethoven;CL07_PP_016;-16.363237;-71.521291;-1937071362;2840491949;Fixed;Propuesto
10;ALTO SELVA ALEGRE;7; Loza Deportiva Independencia A II;CL07_PP_017;-16.362532;-71.519477;-1937011365;2840706884;Fixed;Establecido
10;ALTO SELVA ALEGRE;7; Centro Deportivo Villa Asuncion;CL07_PP_018;-16.361807;-71.515872;-1936971561;2841125226;Fixed;Establecido
10;ALTO SELVA ALEGRE;7; Grifo De Villa Chachas;CL07_PP_019;-16.364483;-71.515442;-1937291359;2841139108;Fixed;Establecido
10;ALTO SELVA ALEGRE;7; Parque_Los_Eucaliptos;CL07_PP_020;-16.364412;-71.516627;-1937268101;2841005628;Fixed;Propuesto
10;ALTO SELVA ALEGRE;7; Parque La Familia;CL07_PP_021;-16.365724;-71.519412;-1937387181;2840672645;Fixed;Establecido
10;ALTO SELVA ALEGRE;7; Complejo Deportivo Lealtad Democratica;CL07_PP_022;-16.366978;-71.516142;-1937575665;2841027178;Fixed;Establecido
10;ALTO SELVA ALEGRE;7; Gran Chaparral;CL07_PP_023;-16.365722;-71.51268;-1937471694;2841436226;Fixed;Establecido
10;ALTO SELVA ALEGRE;7; Las Malvinas;CL07_PP_024;-16.368247;-71.512139;-1937775156;2841464654;Fixed;Establecido
10;ALTO SELVA ALEGRE;7; Terminal El Gran Chaparral (Movil);CL07_PP_025;-16.363932;-71.510044;-1937294587;2841758561;Mobile;Establecido
10;ALTO SELVA ALEGRE;7; Institucion Educativa El Mirador;CL07_PP_026;-16.362408;-71.51219;-1937088518;2841535023;Mobile;Establecido
10;ALTO SELVA ALEGRE;7; Centro Deportivo El Mirador;CL07_PP_027;-16.360433;-71.513181;-1936844.01;2841448368;Fixed;Establecido
10;ALTO SELVA ALEGRE;7; Centro Deportivo Villa Solidaridad;CL07_PP_028;-16.359445;-71.509249;-1936777431;2841907254;Mobile;Establecido
10;ALTO SELVA ALEGRE;7; Terminal_De_Buses_El_Mirador;CL07_PP_029;-16.360131;-71.509389;-1936856265;2841882428;Mobile;Propuesto
10;ALTO SELVA ALEGRE;7; Reservorio Mirador Zona C;CL07_PP_030;-16.358272;-71.50555;-1936686188;2842342137;Mobile;Establecido
10;ALTO SELVA ALEGRE;7; Mirador C (Movil);CL07_PP_031;-16.359107;-71.503159;-1936814403;2842602468;Mobile;Establecido
10;ALTO SELVA ALEGRE;7; Los Portales Del Mirador;CL07_PP_032;-16.357679;-71.501407;-1936668687;2842819835;Mobile;Establecido
10;ALTO SELVA ALEGRE;7; Terminal Los Angeles Del Misti;CL07_PP_033;-16.360922;-71.501153;-1937052917;2842806.34;Mobile;Establecido
10;ALTO SELVA ALEGRE;7; Campo Deportivo Programa Municipal 1 Zona B;CL07_PP_034;-16.36282;-71.503379;-1937247878;2842529074;Fixed;Establecido
