n_microred;microred;cluster;point_name;code_point;lat;long;y_proj;x_proj;type_point;estratategy
19;MARISCAL CASTILLA;28; Plaza Pachacutec Viejo_ Calle San Pedro;CL28_PP_001;-16.394637;-71.560231;-1940269.863;2835667.126;Fixed;Establecido
19;MARISCAL CASTILLA;28; Av .Lima Con Calle San Pedro;CL28_PP_002;-16.392569;-71.560924;-1940018.265;2835615.5;Fixed;Establecido
19;MARISCAL CASTILLA;28; Av. Lima Con Talara;CL28_PP_003;-16.393506;-71.562611;-1940107.1;2835412.036;Fixed;Establecido
19;MARISCAL CASTILLA;28; Av Los Claves Con 4 De Febrero;CL28_PP_004;-16.392438;-71.562026;-1939989.022;2835492.27;Mobile;Establecido
19;MARISCAL CASTILLA;28; Av. Noicolas De Pierpla Con Av. Garcilazo De La Vega;CL28_PP_005;-16.392203;-71.563502;-1939942.864;2835327.994;Fixed;Establecido
19;MARISCAL CASTILLA;28; Av. Gracilazon Con Av. Buganvillas;CL28_PP_006;-16.391974;-71.565277;-1939893.654;2835129.743;Fixed;Establecido
19;MARISCAL CASTILLA;28; Calle Libertad_ San Isidro;CL28_PP_007;-16.394674;-71.566117;-1940200.196;2834999.349;Mobile;Establecido
19;MARISCAL CASTILLA;28; Plaza_Mariscal_Castilla;CL28_PP_008;-16.392886;-71.567232;-1939976.188;2834896.229;Fixed;Propuesto
19;MARISCAL CASTILLA;28; Av Union Con Av. Pierola_Mercado;CL28_PP_009;-16.392742;-71.568992;-1939937.154;2834698.576;Fixed;Establecido
19;MARISCAL CASTILLA;28; Av. Garcilazo De La Vega Con Av. Jose Luis Bustamante Y Rivero;CL28_PP_010;-16.390848;-71.567246;-1939736.661;2834921.179;Mobile;Establecido
19;MARISCAL CASTILLA;28; Parque_Las_Buganvillas_1;CL28_PP_011;-16.390928;-71.565737;-1939765.024;2835091.214;Mobile;Propuesto
19;MARISCAL CASTILLA;28; Plaza_Villa_Verde;CL28_PP_012;-16.387955;-71.563961;-1939438.18;2835331.276;Fixed;Propuesto
19;MARISCAL CASTILLA;28; Parque_Las_Margaritas;CL28_PP_013;-16.387683;-71.565646;-1939385.057;2835143.782;Fixed;Propuesto
19;MARISCAL CASTILLA;28; Parque_Sudamericana;CL28_PP_014;-16.387045;-71.567177;-1939290.886;2834978.514;Fixed;Propuesto
19;MARISCAL CASTILLA;28; Colegio Bilingue Sudamericano_ Calle Mariano Melgar;CL28_PP_015;-16.388726;-71.567208;-1939487.921;2834953.115;Fixed;Establecido
19;MARISCAL CASTILLA;28; Centro De La Salud Mariscal Castilla;CL28_PP_016;-16.389136;-71.569151;-1939511.656;2834727.498;Fixed;Establecido
19;MARISCAL CASTILLA;28; Parque_Tupac_Amaru;CL28_PP_017;-16.386252;-71.568564;-1939180.324;2834831.588;Mobile;Propuesto
19;MARISCAL CASTILLA;28; Cancha_Juventus;CL28_PP_018;-16.384827;-71.569343;-1939003.179;2834761.817;Fixed;Propuesto
19;MARISCAL CASTILLA;28; Losa_Deportiva_1;CL28_PP_019;-16.386624;-71.571053;-1939192.741;2834544.564;Fixed;Propuesto
19;MARISCAL CASTILLA;28; Iglesia_Pachacutec;CL28_PP_020;-16.388464;-71.571004;-1939409.45;2834526.171;Fixed;Propuesto
19;MARISCAL CASTILLA;28; Av. Santa Rosa Con Jr. Estados Unidos Del Brasil;CL28_PP_021;-16.38712;-71.572979;-1939226.796;2834319.758;Fixed;Establecido
19;MARISCAL CASTILLA;28; Skatepark_Pachacutec;CL28_PP_022;-16.388551;-71.575169;-1939367.342;2834052.86;Fixed;Propuesto
