n_microred;microred;cluster;point_name;code_point;lat;long;y_proj;x_proj;type_point;estratategy
12;MARIANO MELGAR;14; Cruce_Av_Alcides_Carrion;CL14_PP_001;-16.411966;-71.535331;-1942618765;2838264075;Fixed;Propuesto
12;MARIANO MELGAR;14; Cruce_Av_Mariscal_Caceres;CL14_PP_002;-16.407587;-71.538563;-1942063668;2837954824;Fixed;Propuesto
12;MARIANO MELGAR;14; Ovalo_Gutierrez;CL14_PP_003;-16.408524;-71.535994;-1942206103;2838233855;Fixed;Propuesto
12;MARIANO MELGAR;14; Grifo_Repsol;CL14_PP_004;-16.406795;-71.534556;-1942021133;2838419469;Fixed;Propuesto
12;MARIANO MELGAR;14; Complejo_Deportivo_Barrio_Obrero;CL14_PP_005;-16.40959;-71.533037;-1942368.59;2838555192;Fixed;Propuesto
12;MARIANO MELGAR;14; Campo_Deportivo_Del_Colegio_Independencia;CL14_PP_006;-16.408381;-71.530823;-1942254486;2838822004;Fixed;Propuesto
12;MARIANO MELGAR;14; Parque_Benito_Juarez;CL14_PP_007;-16.409598;-71.52808;-1942432026;2839117111;Fixed;Propuesto
12;MARIANO MELGAR;14; Parque_Jose_Marti;CL14_PP_008;-16.409123;-71.526543;-1942395.61;2839297585;Fixed;Propuesto
12;MARIANO MELGAR;14; Parque_Asvea;CL14_PP_009;-16.410787;-71.52613;-1942596286;2839322671;Fixed;Propuesto
12;MARIANO MELGAR;14; Iglesia_Del_Carmen;CL14_PP_010;-16.413635;-71.527439;-1942914325;2839137042;Fixed;Propuesto
12;MARIANO MELGAR;14; Instituto_Certus_Arequipa;CL14_PP_011;-16.411632;-71.523359;-1942730498;2839625811;Fixed;Propuesto
12;MARIANO MELGAR;14; Parque_Alvarez_Thomas;CL14_PP_012;-16.409135;-71.524585;-1942421712;2839519433;Fixed;Propuesto
12;MARIANO MELGAR;14; Parque_Santa_Isabel;CL14_PP_013;-16.40725;-71.525949;-1942183081;2839389404;Fixed;Propuesto
12;MARIANO MELGAR;14; Parque_Los_Condes;CL14_PP_014;-16.407079;-71.528297;-1942133.39;2839125413;Fixed;Propuesto
12;MARIANO MELGAR;14; Coliseo_Arequipa;CL14_PP_015;-16.405455;-71.529516;-1941927255;2839008409;Fixed;Propuesto
12;MARIANO MELGAR;14; Parque_Dulant;CL14_PP_016;-16.404547;-71.53035;-1941810082;2838925705;Fixed;Propuesto
12;MARIANO MELGAR;14; Radio_Melodia;CL14_PP_017;-16.403619;-71.532097;-1941679056;2838739741;Fixed;Propuesto
12;MARIANO MELGAR;14; Plaza_15_De_Agosto;CL14_PP_018;-16.400097;-71.531695;-1941270406;2838831302;Fixed;Propuesto
12;MARIANO MELGAR;14; Parada_Paucarpata;CL14_PP_019;-16.404459;-71.52721;-1941839327;2839282882;Fixed;Propuesto
12;MARIANO MELGAR;14; Parque_Zela;CL14_PP_020;-16.405745;-71.525298;-1942014498;2839482878;Fixed;Propuesto
12;MARIANO MELGAR;14; Estadio_Monumental_Unsa;CL14_PP_021;-16.406674;-71.521743;-1942168459;2839873831;Fixed;Propuesto
12;MARIANO MELGAR;14; Parque_Lambramani;CL14_PP_022;-16.407859;-71.52283;-1942293954;2839735096;Fixed;Propuesto
12;MARIANO MELGAR;14; Parroquia_San_Juan_De_La_Cruz;CL14_PP_023;-16.40933;-71.523388;-1942459716;2839652606;Fixed;Propuesto
12;MARIANO MELGAR;14; Parque_Aurora;CL14_PP_024;-16.410249;-71.521621;-1942589.96;2839840947;Fixed;Propuesto
12;MARIANO MELGAR;14; Metro_Lambramani;CL14_PP_025;-16.411091;-71.521294;-1942692996;2839867019;Fixed;Propuesto
12;MARIANO MELGAR;14; Parque_Aurora;CL14_PP_026;-16.409132;-71.518443;-1942498834;2840215888;Fixed;Propuesto
12;MARIANO MELGAR;14; Parque_La_Alborada;CL14_PP_027;-16.408948;-71.517304;-1942491589;2840347442;Fixed;Propuesto
12;MARIANO MELGAR;14; Parque_Panorama;CL14_PP_028;-16.409167;-71.515989;-1942533908;2840493686;Fixed;Propuesto
12;MARIANO MELGAR;14; Parque_Miguel_De_Cervantes_Saavedra;CL14_PP_029;-16.407518;-71.517631;-1942319475;2840329055;Fixed;Propuesto
12;MARIANO MELGAR;14; Parque_San_Martin;CL14_PP_030;-16.403839;-71.520578;-1941850117;2840042971;Fixed;Propuesto
12;MARIANO MELGAR;14; Parque_Universitario;CL14_PP_031;-16.402509;-71.523633;-1941655356;2839713939;Fixed;Propuesto
12;MARIANO MELGAR;14; Parque_Privado;CL14_PP_032;-16.402413;-71.522825;-1941654266;2839806812;Fixed;Propuesto
12;MARIANO MELGAR;14; Parque_Ohiggins;CL14_PP_033;-16.402919;-71.52029;-1941745673;2840087647;Fixed;Propuesto
12;MARIANO MELGAR;14; Parque_Hipolito_Unanue;CL14_PP_034;-16.401401;-71.521896;-1941547098;2839925371;Fixed;Propuesto
12;MARIANO MELGAR;14; Comercial_Los_Palitos;CL14_PP_035;-16.400484;-71.52036;-1941458741;2840111.52;Fixed;Propuesto
12;MARIANO MELGAR;14; Parque_De_La_Madre;CL14_PP_036;-16.402225;-71.519422;-1941675092;2840195138;Fixed;Propuesto
12;MARIANO MELGAR;14; Ovalo_Mariscal_Castilla;CL14_PP_037;-16.403013;-71.516348;-1941806432;2840533412;Fixed;Propuesto
12;MARIANO MELGAR;14; Grifo Av. Lima Con Av. Jesus;CL14_PP_038;-16.405444;-71.515239;-1942106007;2840627394;Fixed;Establecido
12;MARIANO MELGAR;14; Cruce_Av_Jesus;CL14_PP_039;-16.407483;-71.514484;-1942355068;2840686353;Fixed;Propuesto
12;MARIANO MELGAR;14; Calle Londres (Ex Altiplano);CL14_PP_040;-16.410727;-71.513112;-1942753477;2840799513;Fixed;Establecido
12;MARIANO MELGAR;14; Escuela_De_Manejo_Jer;CL14_PP_041;-16.410529;-71.510698;-1942760685;2841075827;Fixed;Propuesto
12;MARIANO MELGAR;14; Calle Paris Con Comandante Canga;CL14_PP_042;-16.407028;-71.512215;-1942330247;2840949589;Fixed;Establecido
12;MARIANO MELGAR;14; Calle Roma- Primera Cuadra;CL14_PP_043;-16.408001;-71.511158;-1942457893;2841056724;Fixed;Establecido
12;MARIANO MELGAR;14; Insitutcion Educativa Teniente Ferre- Calle Madrid;CL14_PP_044;-16.408133;-71.510437;-1942482.5;2841136755;Fixed;Establecido
12;MARIANO MELGAR;14; Cruce_Berlin;CL14_PP_045;-16.40873;-71.509472;-1942564815;2841238373;Fixed;Propuesto
12;MARIANO MELGAR;14; Institucion Educativa Ninho Jesus De Praga;CL14_PP_046;-16.410189;-71.508248;-1942751669;2841358086;Fixed;Establecido
12;MARIANO MELGAR;14; Parque Malecon Santa Rosa;CL14_PP_047;-16.410628;-71.506786;-1942821701;2841518126;Fixed;Establecido
12;MARIANO MELGAR;14; Grifo Puente Santa Rosa Con Paucarpata;CL14_PP_048;-16.410121;-71.505483;-1942778589;2841672512;Fixed;Establecido
12;MARIANO MELGAR;14; 9 De Diciembre-Local Social;CL14_PP_049;-16.408883;-71.503459;-1942658.7;2841918221;Fixed;Establecido
12;MARIANO MELGAR;14; Calle Francisco Mostajo;CL14_PP_050;-16.40849;-71.50475;-1942596229;2841776966;Fixed;Establecido
12;MARIANO MELGAR;14; Calle Garcilazo Jardin San Martin;CL14_PP_051;-16.40812;-71.505054;-1942548922;2841747333;Fixed;Establecido
12;MARIANO MELGAR;14; Av. Los Incas-Loza Deportiva;CL14_PP_052;-16.407841;-71.501774;-1942557558;2842122929;Fixed;Establecido
12;MARIANO MELGAR;14; Cruce_Av_Los_Incas;CL14_PP_053;-16.407228;-71.500028;-1942507587;2842328945;Fixed;Propuesto
12;MARIANO MELGAR;14; Institucion Educativa Divino Maestra;CL14_PP_054;-16.407023;-71.503372;-1942441279;2841952417;Mobile;Establecido
12;MARIANO MELGAR;14; Cancha Maracana- Calle 30 De Agosto;CL14_PP_055;-16.406851;-71.505807;-1942390331;2841678542;Fixed;Establecido
12;MARIANO MELGAR;14; Reservorio Av. Alfonso Ugarte Con Argentina;CL14_PP_056;-16.405638;-71.506217;-1942242649;2841647912;Fixed;Establecido
12;MARIANO MELGAR;14; Calle Ayacucho Con Olaya;CL14_PP_057;-16.406446;-71.507381;-1942322882;2841505351;Fixed;Establecido
12;MARIANO MELGAR;14; Parque Cesar Vallejo;CL14_PP_058;-16.407546;-71.50908;-1942430666;2841298307;Fixed;Establecido
12;MARIANO MELGAR;14; I.E. Corazon De Jesus Circa-Calle 30 De Agosto-Calle Comandante Canga;CL14_PP_059;-16.40634;-71.509641;-1942281905;2841250461;Fixed;Establecido
12;MARIANO MELGAR;14; Parque 27 De Agosto;CL14_PP_060;-16.405165;-71.512286;-1942110488;2840965893;Fixed;Establecido
12;MARIANO MELGAR;14; Grifo Huanuco Con Elias Aguirre;CL14_PP_061;-16.403321;-71.513929;-1941873.13;2840803688;Fixed;Establecido
12;MARIANO MELGAR;14; Plaza Italia-Residencial San Lorenzo;CL14_PP_062;-16.402517;-71.513076;-1941789438;2840910923;Fixed;Establecido
12;MARIANO MELGAR;14; Centro De Salud Mariano Melgar;CL14_PP_063;-16.402707;-71.512056;-1941824627;2841024104;Fixed;Establecido
12;MARIANO MELGAR;14; Hospital_Militar;CL14_PP_064;-16.400951;-71.512465;-1941613174;2841000675;Fixed;Propuesto
12;MARIANO MELGAR;14; Colegio_Bryce;CL14_PP_065;-16.403688;-71.510127;-1941964214;2841230023;Fixed;Propuesto
12;MARIANO MELGAR;14; Mercado Central;CL14_PP_066;-16.402771;-71.508337;-1941879071;2841444994;Fixed;Establecido
12;MARIANO MELGAR;14; Cruce_Chancay;CL14_PP_067;-16.401312;-71.508567;-1941704763;2841437985;Fixed;Propuesto
