n_microred;microred;cluster;point_name;code_point;lat;long;y_proj;x_proj;type_point;estratategy
11;EDIFICADORES MISTI;12; Loza Deportiva Tahuantinsuyo;CL12_PP_001;-16.384719;-71.510051;-1939736.66;2841486484;Fixed;Establecido
11;EDIFICADORES MISTI;12; CS Salud Edificadores Misti;CL12_PP_002;-16.383213;-71.511044;-1939547213;2841393531;Fixed;Establecido
11;EDIFICADORES MISTI;12; Colegio Nuestra Senhora Del Carmen;CL12_PP_003;-16.382049;-71.512805;-1939388.27;2841209.01;Fixed;Establecido
11;EDIFICADORES MISTI;12; Parque Divino Ninho;CL12_PP_004;-16.38028;-71.512623;-1939182737;2841252743;Fixed;Establecido
11;EDIFICADORES MISTI;12; Caja Arequipa;CL12_PP_005;-16.381155;-71.510501;-1939312277;2841481984;Fixed;Establecido
11;EDIFICADORES MISTI;12; Reservorio Villa Goyenche;CL12_PP_006;-16.382492;-71.509695;-1939479511;2841555939;Fixed;Establecido
11;EDIFICADORES MISTI;12; Local Social Tahuantinsuyo;CL12_PP_007;-16.383295;-71.509022;-1939582334;2841621.78;Fixed;Establecido
11;EDIFICADORES MISTI;12; Parque Fuerte Arica;CL12_PP_008;-16.384001;-71.508189;-1939675779;2841707034;Fixed;Establecido
11;EDIFICADORES MISTI;12; Movil Villa Arica;CL12_PP_009;-16.383251;-71.506645;-1939607.13;2841891.94;Fixed;Establecido
11;EDIFICADORES MISTI;12; Carlos Garcia Ronceros Edificios;CL12_PP_010;-16.38239;-71.508402;-1939483826;2841703914;Fixed;Establecido
11;EDIFICADORES MISTI;12; Los Incas;CL12_PP_011;-16.38236;-71.507887;-1939486794;2841762715;Fixed;Establecido
11;EDIFICADORES MISTI;12; Nuevo Amanecer;CL12_PP_012;-16.381558;-71.507783;-1939393881;2841784982;Fixed;Establecido
11;EDIFICADORES MISTI;12; Estadio_Edificadores_Misti;CL12_PP_013;-16.380507;-71.50781;-1939270064;2841795643;Fixed;Propuesto
11;EDIFICADORES MISTI;12; Piscina La Familia;CL12_PP_014;-16.380671;-71.50867;-1939278492;2841695965;Fixed;Establecido
11;EDIFICADORES MISTI;12; Parroquia_Cristo_Obrero;CL12_PP_015;-16.380025;-71.509515;-1939191946;2841608563;Fixed;Propuesto
11;EDIFICADORES MISTI;12; Parque Villa Esperanza;CL12_PP_016;-16.379296;-71.509626;-1939104901;2841605491;Mobile;Establecido
11;EDIFICADORES MISTI;12; Parque_Villa_Esperanza;CL12_PP_017;-16.378639;-71.509629;-1939027676;2841613727;Fixed;Propuesto
11;EDIFICADORES MISTI;12; Loza Deportiva Villa Esperanza;CL12_PP_018;-16.378666;-71.508645;-1939043249;2841724977;Fixed;Establecido
11;EDIFICADORES MISTI;12; Leoncio Prado Con Angamos;CL12_PP_019;-16.377764;-71.510841;-1938909604;2841487689;Mobile;Establecido
11;EDIFICADORES MISTI;12; Iglesia_Adventista;CL12_PP_020;-16.377182;-71.510178;-1938849583;2841570481;Fixed;Propuesto
11;EDIFICADORES MISTI;12; Comisaria Porvenir;CL12_PP_021;-16.377176;-71.508607;-1938868675;2841748738;Fixed;Establecido
11;EDIFICADORES MISTI;12; Colegio_El_Gran_Amauta;CL12_PP_022;-16.375602;-71.507106;-1938702667;2841939526;Fixed;Propuesto
11;EDIFICADORES MISTI;12; Torrentera De Provenir;CL12_PP_023;-16.374814;-71.507435;-1938605941;2841912497;Mobile;Establecido
11;EDIFICADORES MISTI;12; Iglesia Los Mormones;CL12_PP_024;-16.375158;-71.505886;-1938665877;2842083695;Fixed;Establecido
11;EDIFICADORES MISTI;12; Plaza Porvenir;CL12_PP_025;-16.374912;-71.504573;-1938653523;2842235.83;Fixed;Establecido
11;EDIFICADORES MISTI;12; Puente Revolucion;CL12_PP_026;-16.376108;-71.502727;-1938817307;2842429592;Fixed;Establecido
11;EDIFICADORES MISTI;12; Ceo Guaman Poma;CL12_PP_027;-16.376507;-71.504107;-1938846.79;2842267.86;Fixed;Establecido
11;EDIFICADORES MISTI;12; Parque Entre Porvenir Y Juan 23;CL12_PP_028;-16.377989;-71.50479;-1939012299;2842171043;Fixed;Establecido
11;EDIFICADORES MISTI;12; Losa_Deportiva_Urich_Neisser;CL12_PP_029;-16.377499;-71.507234;-1938923926;2841900244;Fixed;Propuesto
11;EDIFICADORES MISTI;12; Cancha Deportiva Paulet Mostajo;CL12_PP_030;-16.378318;-71.50675;-1939026247;2841944446;Fixed;Establecido
11;EDIFICADORES MISTI;12; La Isla;CL12_PP_031;-16.379329;-71.505266;-1939163732;2842099558;Fixed;Establecido
11;EDIFICADORES MISTI;12; Loza Deportiva Prolg. Goyeneche;CL12_PP_032;-16.379772;-71.506825;-1939196127;2841916956;Fixed;Establecido
11;EDIFICADORES MISTI;12; Loza Deportiva Zona A Juan 23;CL12_PP_033;-16.381008;-71.505437;-1939358838;2842058239;Fixed;Establecido
11;EDIFICADORES MISTI;12; Minimarket Cony Villa La Pradera Y Juan 23;CL12_PP_034;-16.381978;-71.504336;-1939486681;2842170443;Fixed;Establecido
11;EDIFICADORES MISTI;12; Villa La Pradera Zona B A Dos Cuadras Del Reservorio;CL12_PP_035;-16.382193;-71.502215;-1939538685;2842408194;Fixed;Establecido
11;EDIFICADORES MISTI;12; Complejo Deportivo Zona B Juan 23;CL12_PP_036;-16.381067;-71.501948;-1939409759;2842453184;Fixed;Establecido
11;EDIFICADORES MISTI;12; Loza_Deportia_Juan_XXIII;CL12_PP_037;-16.379871;-71.502766;-1939258928;2842376028;Fixed;Propuesto
11;EDIFICADORES MISTI;12; Cancha Alto Juan 23 Zona C;CL12_PP_038;-16.380214;-71.500795;-1939324078;2842595099;Mobile;Establecido
11;EDIFICADORES MISTI;12; Pronoi_Gotitas_Del_Saber;CL12_PP_039;-16.379407;-71.498512;-1939258052;2842864583;Fixed;Propuesto
