n_microred;microred;cluster;point_name;code_point;lat;long;y_proj;x_proj;type_point;estratategy
10;ALTO SELVA ALEGRE;6; Avenida Principal De San Lazaro;CL06_PP_001;-16.366153;-71.530659;-1937296.062;2839391.468;Fixed;Establecido
10;ALTO SELVA ALEGRE;6; Parque San Lazaro;CL06_PP_002;-16.364615;-71.528475;-1937142.86;2839659.201;Fixed;Establecido
10;ALTO SELVA ALEGRE;6; Parque_Balcones_De_Chilina_2;CL06_PP_003;-16.363623;-71.528301;-1937028.514;2839691.86;Fixed;Propuesto
10;ALTO SELVA ALEGRE;6; Centro Deportivo Balcones De Chilina;CL06_PP_004;-16.362837;-71.526733;-1936955.903;2839879.938;Fixed;Establecido
10;ALTO SELVA ALEGRE;6; Parque_Balcones_De_Chilina;CL06_PP_005;-16.361699;-71.526197;-1936828.957;2839955.557;Fixed;Propuesto
10;ALTO SELVA ALEGRE;6; Local Comunal C.E.I.;CL06_PP_006;-16.360387;-71.525811;-1936679.683;2840016.43;Mobile;Establecido
10;ALTO SELVA ALEGRE;6; Centro Deportivo Villa Confraternidad;CL06_PP_007;-16.358156;-71.524598;-1936432.849;2840183.075;Fixed;Establecido
10;ALTO SELVA ALEGRE;6; Avenida Principal - Paraisito;CL06_PP_008;-16.357057;-71.529605;-1936240.776;2839629.493;Fixed;Establecido
10;ALTO SELVA ALEGRE;6; Loza Deportiva Paraisito;CL06_PP_009;-16.354429;-71.528895;-1935940.978;2839744.244;Mobile;Establecido
10;ALTO SELVA ALEGRE;6; Cancha De Toros;CL06_PP_010;-16.354108;-71.523322;-1935973.343;2840380.535;Mobile;Establecido
10;ALTO SELVA ALEGRE;6; IE_Pinto_Talavera;CL06_PP_011;-16.352042;-71.524039;-1935721.614;2840326.117;Fixed;Propuesto
10;ALTO SELVA ALEGRE;6; Paradero 5 Villas Ecologicas;CL06_PP_012;-16.351285;-71.522087;-1935657.227;2840557.387;Fixed;Establecido
10;ALTO SELVA ALEGRE;6; Ie_Mundo_Pacifico;CL06_PP_013;-16.349763;-71.523144;-1935465.131;2840457.314;Fixed;Propuesto
10;ALTO SELVA ALEGRE;6; Paradero 7 Villas Ecologicas;CL06_PP_014;-16.349492;-71.521725;-1935451.136;2840621.8;Mobile;Establecido
10;ALTO SELVA ALEGRE;6; Local Social Wawawasi Zona C;CL06_PP_015;-16.347567;-71.52232;-1935217.504;2840579.376;Fixed;Establecido
