n_microred;microred;cluster;point_name;code_point;lat;long;y_proj;x_proj;type_point;estratategy
13;GENERALISIMO SAN MARTIN;13; Piscina Municipal;CL13_PP_001;-16.406904;-71.501431;-1942451805;2842174083;Mobile;Establecido
13;GENERALISIMO SAN MARTIN;13; Parque Ulrich Neisser;CL13_PP_002;-16.404999;-71.500245;-1942242969;2842333497;Fixed;Establecido
13;GENERALISIMO SAN MARTIN;13; C.S. Generalisimo San Martin;CL13_PP_003;-16.404531;-71.497626;-1942221056;2842636624;Fixed;Establecido
13;GENERALISIMO SAN MARTIN;13; Iglesia_De_Jesucristo;CL13_PP_004;-16.403064;-71.499098;-1942030114;2842488883;Fixed;Propuesto
13;GENERALISIMO SAN MARTIN;13; Parque Av. Peru;CL13_PP_005;-16.40068;-71.500827;-1941728196;2842323986;Fixed;Establecido
13;GENERALISIMO SAN MARTIN;13; Losa_Deportiva_Santo_Domingo;CL13_PP_006;-16.398938;-71.500739;-1941524645;2842356745;Mobile;Propuesto
13;GENERALISIMO SAN MARTIN;13; Parque_Generalisimo_Jose_De_San_Martin;CL13_PP_007;-16.399335;-71.499226;-1941590385;2842523139;Fixed;Propuesto
13;GENERALISIMO SAN MARTIN;13; Companhia_De_Bomberos_Mariano_Melgar;CL13_PP_008;-16.40021;-71.497203;-1941718727;2842741119;Fixed;Propuesto
13;GENERALISIMO SAN MARTIN;13; Mercado Alto San Martin;CL13_PP_009;-16.401017;-71.497744;-1941806.71;2842669.21;Fixed;Establecido
13;GENERALISIMO SAN MARTIN;13; Parque Nuevo Amanecer;CL13_PP_010;-16.402586;-71.497041;-1941999927;2842728411;Fixed;Establecido
13;GENERALISIMO SAN MARTIN;13; Colegio_Parroquial_Pio_XII;CL13_PP_011;-16.403593;-71.495351;-1942139581;2842906894;Fixed;Propuesto
13;GENERALISIMO SAN MARTIN;13; Centro_Social_Sos_Arequipa;CL13_PP_012;-16.405785;-71.495468;-1942395641;2842864944;Fixed;Propuesto
13;GENERALISIMO SAN MARTIN;13; Radio Patrulla;CL13_PP_013;-16.40491;-71.493629;-1942316065;2843084948;Fixed;Establecido
13;GENERALISIMO SAN MARTIN;13; Parque 17 De Agosto;CL13_PP_014;-16.40465;-71.491489;-1942312549;2843331043;Fixed;Establecido
13;GENERALISIMO SAN MARTIN;13; Mercado Tupac Amaru;CL13_PP_015;-16.403303;-71.490562;-1942165996;2843453802;Fixed;Establecido
13;GENERALISIMO SAN MARTIN;13; Parque_Alto_Alianza;CL13_PP_016;-16.403128;-71.489513;-1942158686;2843575.06;Fixed;Propuesto
13;GENERALISIMO SAN MARTIN;13; Parque_Jerusalen;CL13_PP_017;-16.401859;-71.489371;-1942011.38;2843607772;Fixed;Propuesto
13;GENERALISIMO SAN MARTIN;13; Complejo_Deportivo_Sr_De_Los_Milagros;CL13_PP_018;-16.400059;-71.490387;-1941787057;2843516099;Fixed;Propuesto
13;GENERALISIMO SAN MARTIN;13; Comisaria_Jerusalen;CL13_PP_019;-16.400949;-71.490965;-1941884326;2843438902;Fixed;Propuesto
13;GENERALISIMO SAN MARTIN;13; Parque Santo Domingo;CL13_PP_020;-16.401401;-71.492918;-1941912767;2843211496;Fixed;Establecido
13;GENERALISIMO SAN MARTIN;13; Cancha La Rinconada;CL13_PP_021;-16.399565;-71.494114;-1941681948;2843099877;Fixed;Establecido
13;GENERALISIMO SAN MARTIN;13; Capilla_Buena_Vista;CL13_PP_022;-16.399585;-71.495367;-1941668477;2842957513;Fixed;Propuesto
13;GENERALISIMO SAN MARTIN;13; Local Social Buena Vista;CL13_PP_023;-16.399195;-71.49613;-1941613022;2842876082;Mobile;Establecido
13;GENERALISIMO SAN MARTIN;13; Ie_Senhor_De_Los_Milagros;CL13_PP_024;-16.398515;-71.494784;-1941550122;2843037627;Fixed;Propuesto
13;GENERALISIMO SAN MARTIN;13; Rinconada-Villa Maria Del Triunfo-Los Pinos;CL13_PP_025;-16.397862;-71.493653;-1941487681;2843174437;Fixed;Establecido
13;GENERALISIMO SAN MARTIN;13; Jose Maria Arguedas;CL13_PP_026;-16.396611;-71.49136;-1941369.65;2843450858;Fixed;Establecido
13;GENERALISIMO SAN MARTIN;13; Cancha Deportiva Cerrito Belen (Grupo 24);CL13_PP_027;-16.396994;-71.489491;-1941438252;2843657821;Fixed;Establecido
13;GENERALISIMO SAN MARTIN;13; Colegio_Palmer_De_Mariano_Melgar;CL13_PP_028;-16.398343;-71.489214;-1941600251;2843671587;Fixed;Propuesto
13;GENERALISIMO SAN MARTIN;13; Cancha Juan Pablo Segundo;CL13_PP_029;-16.400317;-71.488885;-1941836342;2843683.07;Mobile;Establecido
