n_microred;microred;cluster;point_name;code_point;lat;long;y_proj;x_proj;type_point;estratategy
15;CIUDAD BLANCA;18; IEP_Santa_Rosa_De_Lima;CL18_PP_001;-16.421191;-71.498012;-1944173512;2842374791;Fixed;Propuesto
15;CIUDAD BLANCA;18; Parque Comite 1;CL18_PP_002;-16.421657;-71.497656;-1944232.76;2842409056;Fixed;Establecido 
15;CIUDAD BLANCA;18; Parque California;CL18_PP_003;-16.419832;-71.495443;-1944046319;2842683895;Fixed;Establecido 
15;CIUDAD BLANCA;18; CEP_Nuestra_Senhora_De_Copacabana;CL18_PP_004;-16.421797;-71.496387;-1944265248;2842551117;Fixed;Propuesto
15;CIUDAD BLANCA;18; Parroquia_De_Luz_Y_Alegria;CL18_PP_005;-16.421987;-71.494783;-1944307847;2842730511;Fixed;Propuesto
15;CIUDAD BLANCA;18; Parque Luz Y Alegria;CL18_PP_006;-16.421576;-71.494614;-1944261696;2842755058;Fixed;Establecido 
15;CIUDAD BLANCA;18; Colegio_Ninhos_De_La_Paz;CL18_PP_007;-16.421343;-71.493872;-1944243701;2842842248;Fixed;Propuesto
15;CIUDAD BLANCA;18; Centro_De_Salud_Alto_Jesus;CL18_PP_008;-16.422656;-71.49449;-1944390.15;2842754972;Fixed;Propuesto
15;CIUDAD BLANCA;18; Parque_Alto_Jesus;CL18_PP_009;-16.423059;-71.493495;-1944450077;2842862.52;Fixed;Propuesto
15;CIUDAD BLANCA;18; Mercado Alto Jesus;CL18_PP_010;-16.423935;-71.493006;-1944559.18;2842906493;Fixed;Establecido 
15;CIUDAD BLANCA;18; Cancha Deportiva Alto Jesus;CL18_PP_011;-16.42572;-71.492551;-1944774.65;2842934.7;Fixed;Establecido 
15;CIUDAD BLANCA;18;IEI_Alto_Jesus;CL18_PP_012;-16.423577;-71.491205;-1944539892;2843115406;Fixed;Propuesto
15;CIUDAD BLANCA;18; Curva Alto Jesus;CL18_PP_013;-16.422717;-71.490594;-1944446577;2843195958;Fixed;Establecido 
15;CIUDAD BLANCA;18; Parque_Triangulo;CL18_PP_014;-16.423222;-71.489505;-1944519681;2843312829;Mobile;Propuesto
15;CIUDAD BLANCA;18; Local Social Valle Encantado;CL18_PP_015;-16.423907;-71.487755;-1944622295;2843502296;Fixed;Establecido 
15;CIUDAD BLANCA;18; Ampliacion Alto Jesus;CL18_PP_016;-16.423424;-71.488123;-1944560892;2843466896;Fixed;Establecido 
15;CIUDAD BLANCA;18; Colegio Paulo VI Circa;CL18_PP_017;-16.421935;-71.487936;-1944388311;2843507612;Fixed;Establecido 
15;CIUDAD BLANCA;18; Complejo Usos Multiples Israel;CL18_PP_018;-16.420672;-71.488622;-1944231244;2843446.37;Fixed;Establecido 
15;CIUDAD BLANCA;18; Losa_Deportiva_El_Penhon;CL18_PP_019;-16.421382;-71.490151;-1944295329;2843263683;Fixed;Propuesto
15;CIUDAD BLANCA;18; Av. Jesus Con 1 De Abril;CL18_PP_020;-16.421419;-71.491083;-1944287891;2843157512;Fixed;Establecido 
15;CIUDAD BLANCA;18; Loza Deportiva Luz Y Alegria Parte Alta;CL18_PP_021;-16.421102;-71.49268;-1944230456;2842980572;Mobile;Establecido 
15;CIUDAD BLANCA;18; Parque Comite 5;CL18_PP_022;-16.419904;-71.492449;-1944092624;2843022458;Mobile;Establecido 
15;CIUDAD BLANCA;18; Iglesia_Evangelica_Los_Santos;CL18_PP_023;-16.419554;-71.493259;-1944041263;2842935191;Fixed;Propuesto
15;CIUDAD BLANCA;18; Parque_El_Monolito;CL18_PP_024;-16.419114;-71.494126;-1943978609;2842842.64;Fixed;Propuesto
15;CIUDAD BLANCA;18; Mercado Micaela Bastidas;CL18_PP_025;-16.417409;-71.493325;-1943788415;2842955799;Fixed;Establecido 
15;CIUDAD BLANCA;18; Av. Che Guevara Con Universidad;CL18_PP_026;-16.418963;-71.491801;-1943990258;2843108265;Fixed;Establecido 
15;CIUDAD BLANCA;18; Reservorio_Ciudad_Blanca;CL18_PP_027;-16.419636;-71.49104;-1944078.95;2843185745;Fixed;Propuesto
15;CIUDAD BLANCA;18; Parque_Ciudad_Blanca;CL18_PP_028;-16.418494;-71.490913;-1943946381;2843215105;Fixed;Propuesto
15;CIUDAD BLANCA;18; Comisaria_Ciudad_Blanca;CL18_PP_029;-16.417708;-71.491659;-1943844603;2843140805;Mobile;Propuesto
15;CIUDAD BLANCA;18; Complejo Deportivo Zona A;CL18_PP_030;-16.418283;-71.489752;-1943936269;2843349526;Fixed;Establecido 
15;CIUDAD BLANCA;18; Losa_Deportiva_Ciudad_Blanca;CL18_PP_031;-16.417351;-71.489193;-1943833834;2843425124;Fixed;Propuesto
15;CIUDAD BLANCA;18; Av. Tupac Amaru Con Proletario;CL18_PP_032;-16.416106;-71.491296;-1943660972;2843202.95;Mobile;Establecido 
15;CIUDAD BLANCA;18; Losa_Deportiva_Ciudad_Blanca_Iii;CL18_PP_033;-16.416084;-71.489531;-1943680698;2843403.39;Fixed;Propuesto
15;CIUDAD BLANCA;18; Parque Comite 10;CL18_PP_034;-16.415396;-71.489444;-1943600963;2843422267;Fixed;Establecido 
15;CIUDAD BLANCA;18;IEI_Nuestra_Senhora_De_La_Solidaridad;CL18_PP_035;-16.4141;-71.489227;-1943451436;2843463849;Fixed;Propuesto
15;CIUDAD BLANCA;18; Av. Virgen De Chapi Con Calle Olaya (Gradas);CL18_PP_036;-16.41402;-71.487423;-1943464841;2843669476;Fixed;Establecido 
15;CIUDAD BLANCA;18; Mercado Santa Rosa;CL18_PP_037;-16.41571;-71.487314;-1943664784;2843659701;Fixed;Establecido 
15;CIUDAD BLANCA;18; Colegio_Jose_Maria_Arguedas;CL18_PP_038;-16.415871;-71.486175;-1943698101;2843786759;Fixed;Propuesto
15;CIUDAD BLANCA;18; Av. Villa Olimpica Con Av. Coronel Gamarra;CL18_PP_039;-16.415647;-71.485058;-1943685905;2843916365;Fixed;Establecido 
15;CIUDAD BLANCA;18; Losa_Deportiva_Ciudad_Blanca_III;CL18_PP_040;-16.415863;-71.484162;-1943722614;2844015146;Fixed;Propuesto
15;CIUDAD BLANCA;18; Parque_Infantil_3;CL18_PP_041;-16.417114;-71.484595;-1943864125;2843949652;Fixed;Propuesto
15;CIUDAD BLANCA;18; Mercado Israel 2;CL18_PP_042;-16.419489;-71.487062;-1944111977;2843638772;Mobile;Establecido 
15;CIUDAD BLANCA;18; Local Social PedrO Vilcapaza;CL18_PP_043;-16.421434;-71.48602;-1944353679;2843731449;Mobile;Establecido 
