"unicode","P","D","L","V","lat","long","y_proj","x_proj"
"1.4.54.1",1,4,54,"1",-16.36061228,-71.56355363,-1936231.91267903,2835733.2140171
"1.4.54.2",1,4,54,"2",-16.36094054,-71.56347267,-1936271.48353532,2835738.12685746
"1.4.54.3",1,4,54,"3",-16.36190404,-71.56553944,-1936358.70674063,2835491.24210091
"1.4.54.4",1,4,54,"4",-16.36180689,-71.56534881,-1936349.68904212,2835514.1211356
"1.4.54.5",1,4,54,"5",-16.36161054,-71.56541177,-1936325.83747926,2835509.53446631
"1.4.54.6",1,4,54,"6",-16.36123363,-71.5655054,-1936280.39418713,2835503.81719843
"1.4.54.7",1,4,54,"7",-16.36098967,-71.56552497,-1936251.49540931,2835504.76944037
"1.4.54.8",1,4,54,"8",-16.3609733,-71.56522259,-1936253.36774287,2835539.27017797
"1.4.54.9",1,4,54,"9",-16.3609145,-71.56491614,-1936250.30778398,2835574.78407479
"1.4.54.10",1,4,54,"10",-16.36087691,-71.56466226,-1936249.07920178,2835604.06120001
"1.4.54.11",1,4,54,"11",-16.3607471,-71.56440644,-1936237.04366591,2835634.75722887
"1.4.54.12",1,4,54,"12",-16.36069724,-71.56407527,-1936235.34408491,2835672.95825485
"1.4.54.13",1,4,54,"13",-16.36089251,-71.56379665,-1936261.77586299,2835702.01366844
"1.4.54.14",1,4,54,"14",-16.36057423,-71.56368516,-1936225.79275733,2835718.79384832
"1.4.54.15",1,4,54,"15",-16.36245952,-71.56279713,-1936458.37011167,2835794.98004921
"1.4.54.16",1,4,54,"16",-16.36248023,-71.56449611,-1936439.47583446,2835602.05743143
"1.4.54.17",1,4,54,"17",-16.36267273,-71.56491123,-1936456.87449976,2835552.48309511
"1.4.54.18",1,4,54,"18",-16.36273528,-71.56521614,-1936460.39385152,2835517.09538934
"1.4.54.19",1,4,54,"19",-16.36281301,-71.56548395,-1936466.16179705,2835485.71726384
"1.4.54.20",1,4,54,"20",-16.3628285,-71.56581786,-1936463.79004355,2835447.65316406
"1.4.54.21",1,4,54,"21",-16.36362138,-71.56203404,-1936604.4126696,2835866.40187947
"1.4.54.22",1,4,54,"22",-16.36417404,-71.56169551,-1936673.57402681,2835897.60207776
"1.4.54.23",1,4,54,"23",-16.36466905,-71.56164394,-1936732.36156492,2835897.01225875
"1.4.54.24",1,4,54,"24",-16.36474564,-71.56187656,-1936738.4365717,2835869.63870894
"1.4.54.25",1,4,54,"25",-16.36476183,-71.56198813,-1936738.93731586,2835856.77690967
"1.4.54.26",1,4,54,"26",-16.36476725,-71.56206799,-1936738.57123723,2835847.6508689
"1.4.54.27",1,4,54,"27",-16.364795,-71.56217068,-1936740.54122742,2835835.64568029
"1.4.54.28",1,4,54,"28",-16.36469604,-71.5621984,-1936728.57015743,2835833.78937537
"1.4.54.29",1,4,54,"29",-16.36462297,-71.56222346,-1936719.6733161,2835831.89799677
"1.4.54.30",1,4,54,"30",-16.36455968,-71.56223929,-1936712.04103922,2835830.92604425
"1.4.54.31",1,4,54,"31",-16.3644965,-71.56225032,-1936704.48194687,2835830.49694294
"1.4.54.32",1,4,54,"32",-16.36439119,-71.56227618,-1936691.7884171,2835828.93409371
"1.4.54.33",1,4,54,"33",-16.36429617,-71.56230293,-1936680.29229585,2835827.13649896
"1.4.54.34",1,4,54,"34",-16.36418504,-71.56244421,-1936665.46613893,2835812.5614826
"1.4.54.35",1,4,54,"35",-16.36419944,-71.56251472,-1936666.27221813,2835804.3788835
"1.4.54.36",1,4,54,"36",-16.36421295,-71.56257363,-1936667.11940046,2835797.52322043
"1.4.54.37",1,4,54,"37",-16.36422433,-71.56265171,-1936667.47574177,2835788.52151759
"1.4.54.38",1,4,54,"38",-16.36423307,-71.56272245,-1936667.61416383,2835780.38645341
"1.4.54.39",1,4,54,"39",-16.36424658,-71.56278654,-1936668.39631965,2835772.94342685
"1.4.54.40",1,4,54,"40",-16.36425324,-71.56285693,-1936668.29484154,2835764.87510606
"1.4.54.41",1,4,54,"41",-16.36427679,-71.56291659,-1936670.31183016,2835757.8038587
"1.4.54.42",1,4,54,"42",-16.36428991,-71.56299474,-1936670.87167132,2835748.77161508
"1.4.54.43",1,4,54,"43",-16.3643077,-71.56306918,-1936672.02658976,2835740.09933586
"1.4.54.44",1,4,54,"44",-16.36433054,-71.5631268,-1936673.985802,2835733.26865505
"1.4.54.45",1,4,54,"45",-16.36434191,-71.56319436,-1936674.4730595,2835725.46000879
"1.4.54.46",1,4,54,"46",-16.36434783,-71.56326574,-1936674.27225304,2835717.28907709
"1.4.54.47",1,4,54,"47",-16.36436944,-71.56333193,-1936675.97941481,2835709.50262998
"1.4.54.48",1,4,54,"48",-16.36438374,-71.56340182,-1936676.78155971,2835701.39169168
"1.4.54.49",1,4,54,"49",-16.36439866,-71.563473,-1936677.6403317,2835693.12641973
"1.4.54.50",1,4,54,"50",-16.364416,-71.56353332,-1936678.919674,2835686.06112303
"1.4.54.51",1,4,54,"51",-16.36443961,-71.56360868,-1936680.74662337,2835677.20888142
"1.4.54.52",1,4,54,"52",-16.36445291,-71.56368168,-1936681.39228237,2835668.75831542
"1.4.54.53",1,4,54,"53",-16.36446264,-71.56374387,-1936681.75435176,2835661.57994338
"1.4.54.54",1,4,54,"54",-16.36447819,-71.56381326,-1936682.70959933,2835653.50947361
"1.4.54.55",1,4,54,"55",-16.36449211,-71.5638803,-1936683.50290553,2835645.72667453
"1.4.54.56",1,4,54,"56",-16.36450124,-71.56393712,-1936683.86192416,2835639.16502946
"1.4.54.57",1,4,54,"57",-16.36451716,-71.56400167,-1936684.92139437,2835631.63857713
"1.4.54.58",1,4,54,"58",-16.36454411,-71.56408903,-1936686.98999695,2835621.38223915
"1.4.54.59",1,4,54,"59",-16.36456135,-71.56416136,-1936688.10683791,2835612.95644527
"1.4.54.60",1,4,54,"60",-16.36457728,-71.56424524,-1936688.92482636,2835603.23801746
"1.4.54.61",1,4,54,"61",-16.36460858,-71.56435997,-1936691.16075467,2835589.8216123
"1.4.54.62",1,4,54,"62",-16.36461807,-71.5644294,-1936691.40376768,2835581.82544487
"1.4.54.63",1,4,54,"63",-16.36462649,-71.56449881,-1936691.52136241,2835573.84546234
"1.4.54.64",1,4,54,"64",-16.36463305,-71.56456347,-1936691.48013094,2835566.42827785
"1.4.54.65",1,4,54,"65",-16.36465193,-71.56462991,-1936692.86354444,2835558.64906575
