n_microred;microred;cluster;point_name;code_point;lat;long;y_proj;x_proj;type_point;estratategy
14;15 DE AGOSTO;16; Parque Independencia 15 De Enero;CL16_PP_001;-16.412383;-71.511372;-1942969982;2840975155;Mobile;Establecido
14;15 DE AGOSTO;16; Grifo_Petro_America;CL16_PP_002;-16.413983;-71.509842;-1943177263;2841127715;Fixed;Propuesto
14;15 DE AGOSTO;16; Iglesia De Francisco Mostajo;CL16_PP_003;-16.41114;-71.509474;-1942847916;2841206628;Fixed;Establecido
14;15 DE AGOSTO;16; Cancha_De_Voley;CL16_PP_004;-16.410973;-71.508672;-1942838421;2841299753;Fixed;Propuesto
14;15 DE AGOSTO;16; IE_Inmaculada_Circa;CL16_PP_005;-16.411465;-71.508116;-1942903241;2841356364;Fixed;Propuesto
14;15 DE AGOSTO;16; Av. Arequipa Con Los Angeles;CL16_PP_006;-16.412811;-71.507756;-1943065914;2841379579;Fixed;Establecido
14;15 DE AGOSTO;16; Estadio_Progresista;CL16_PP_007;-16.41116;-71.505036;-1942906297;2841709607;Fixed;Propuesto
14;15 DE AGOSTO;16; Colegio Progresista;CL16_PP_008;-16.411759;-71.503621;-1942994538;2841862225;Fixed;Establecido
14;15 DE AGOSTO;16; Av Industrial Con Chicago;CL16_PP_009;-16.413764;-71.50612;-1943198532;2841552621;Fixed;Establecido
14;15 DE AGOSTO;16; Parque De La Urb Jose Carlos Mariategui Con Carlos Marx;CL16_PP_010;-16.416065;-71.505293;-1943479301;2841616288;Fixed;Establecido
14;15 DE AGOSTO;16; Parque_Inca_Amauta;CL16_PP_011;-16.417033;-71.505266;-1943593364;2841606682;Fixed;Propuesto
14;15 DE AGOSTO;16; Parque De La Urb Manco Capac (Biblioteca);CL16_PP_012;-16.418419;-71.502236;-1943794.47;2841932117;Fixed;Establecido
14;15 DE AGOSTO;16; IE_San_Juan_Bautista_De_Jesus;CL16_PP_013;-16.4173;-71.50206;-1943665.23;2841966721;Fixed;Propuesto
14;15 DE AGOSTO;16; Parque Principal De La Urb Jose Carlos Mariategui;CL16_PP_014;-16.415959;-71.501987;-1943508606;2841992.55;Mobile;Establecido
14;15 DE AGOSTO;16; Estadio_Pedro_P_Diaz;CL16_PP_015;-16.414661;-71.501634;-1943360571;2842049566;Fixed;Propuesto
14;15 DE AGOSTO;16; Complejo_15_De_Agosto;CL16_PP_016;-16.41294;-71.501307;-1943162511;2842109169;Fixed;Propuesto
14;15 DE AGOSTO;16; Parque_Infantil_15_De_Agosto;CL16_PP_017;-16.413234;-71.500832;-1943203052;2842159185;Fixed;Propuesto
14;15 DE AGOSTO;16; Centro_Medico_Universitario_P.P_Diaz;CL16_PP_018;-16.414717;-71.500613;-1943380048;2842164609;Fixed;Propuesto
14;15 DE AGOSTO;16; Parque_Alegre_Despertar;CL16_PP_019;-16.416925;-71.499617;-1943652038;2842248649;Fixed;Propuesto
14;15 DE AGOSTO;16; Colegio_San_Sebastian;CL16_PP_020;-16.418944;-71.499857;-1943886208;2842195003;Fixed;Propuesto
14;15 DE AGOSTO;16; Iglesia De La Urb California (Costado De Circa);CL16_PP_021;-16.419648;-71.499089;-1943978622;2842272871;Fixed;Establecido
14;15 DE AGOSTO;16; Colegio_Particular_Latinoamericano;CL16_PP_022;-16.419376;-71.498282;-1943956864;2842367941;Fixed;Propuesto
14;15 DE AGOSTO;16; Parque_De_La_Jirafa;CL16_PP_023;-16.416844;-71.498206;-1943660.35;2842409709;Fixed;Propuesto
14;15 DE AGOSTO;16; Parque Principal Pedro P Diaz;CL16_PP_024;-16.415749;-71.498694;-1943525537;2842368707;Fixed;Establecido
14;15 DE AGOSTO;16; Campo_Deportivo_P.P._Diaz;CL16_PP_025;-16.41534;-71.49892;-1943474.63;2842348433;Fixed;Propuesto
14;15 DE AGOSTO;16; Javier Luna Pizarro Con Mariano Melgar;CL16_PP_026;-16.417156;-71.496937;-1943713041;2842549523;Fixed;Establecido
14;15 DE AGOSTO;16; Parque_Villa_Porongoche;CL16_PP_027;-16.417546;-71.496586;-1943763297;2842584219;Fixed;Propuesto
14;15 DE AGOSTO;16; Parque_Recreativo_California;CL16_PP_028;-16.418577;-71.496201;-1943889292;2842614376;Fixed;Propuesto
14;15 DE AGOSTO;16; Cesar Vallejo Con Av Arequipa;CL16_PP_029;-16.417246;-71.494923;-1943749067;2842776725;Fixed;Establecido
14;15 DE AGOSTO;16; Angeles Negros;CL16_PP_030;-16.417466;-71.494409;-1943781411;2842832.13;Mobile;Establecido
14;15 DE AGOSTO;16; Calle Cusco Con Jorge Chavez;CL16_PP_031;-16.415491;-71.496158;-1943527269;2842659658;Fixed;Establecido
14;15 DE AGOSTO;16; Parque_Socabaya;CL16_PP_032;-16.415866;-71.493382;-1943606409;2842969541;Fixed;Propuesto
14;15 DE AGOSTO;16; Parque Terminal De Colectivos Urb Jorge Chavez;CL16_PP_033;-16.41482;-71.492323;-1943496898;2843103328;Fixed;Establecido
14;15 DE AGOSTO;16; Amazonas Con Alpes;CL16_PP_034;-16.413907;-71.494555;-1943361423;2842862174;Mobile;Establecido
14;15 DE AGOSTO;16; Coar;CL16_PP_035;-16.411948;-71.498826;-1943077304;2842403.49;Fixed;Propuesto
14;15 DE AGOSTO;16; Centro_De_Salud_15_De_Agosto;CL16_PP_036;-16.412884;-71.500188;-1943170066;2842236792;Fixed;Propuesto
14;15 DE AGOSTO;16; Parque_15_De_Agosto;CL16_PP_037;-16.411928;-71.502346;-1943030494;2842004593;Fixed;Propuesto
14;15 DE AGOSTO;16; Mercado 15 Agosto;CL16_PP_038;-16.4115;-71.500843;-1942999193;2842180629;Mobile;Establecido
14;15 DE AGOSTO;16; IE_Fray_Martin_De_Porres;CL16_PP_039;-16.410607;-71.500625;-1942897032;2842217035;Fixed;Propuesto
14;15 DE AGOSTO;16; Estadio La Bombonera;CL16_PP_040;-16.409944;-71.502329;-1942797.62;2842032.48;Fixed;Establecido
14;15 DE AGOSTO;16; Estadio_La_Bombonera;CL16_PP_041;-16.409849;-71.501675;-1942794718;2842107885;Fixed;Propuesto
14;15 DE AGOSTO;16; Losa_Deportiva_La_Canchita;CL16_PP_042;-16.409745;-71.499346;-1942811913;2842373352;Fixed;Propuesto
14;15 DE AGOSTO;16; Iglesia_Adventista_Progresista;CL16_PP_043;-16.408991;-71.499314;-1942723733;2842386847;Fixed;Propuesto
14;15 DE AGOSTO;16; Av Arequipa Con Independencia;CL16_PP_044;-16.408207;-71.496355;-1942668996;2842732661;Mobile;Establecido
14;15 DE AGOSTO;16; Puesto De Salud Modulo A;CL16_PP_045;-16.408417;-71.494223;-1942720601;2842971688;Fixed;Establecido
14;15 DE AGOSTO;16; Parque_Backus;CL16_PP_046;-16.409501;-71.495289;-1942834493;2842836613;Fixed;Propuesto
14;15 DE AGOSTO;16; CE_San_Pedro_San_Pablo;CL16_PP_047;-16.410475;-71.496825;-1942929523;2842649.68;Fixed;Propuesto
14;15 DE AGOSTO;16; Parque De La Urb Jorge Chavez (Frente A La Comisaria Juan De Dios Colqueapaza);CL16_PP_048;-16.412147;-71.496598;-1943128.83;2842653538;Fixed;Establecido
14;15 DE AGOSTO;16; Cancha_De_Futbol_Jorge_Chavez;CL16_PP_049;-16.411789;-71.495754;-1943097433;2842753934;Fixed;Propuesto
14;15 DE AGOSTO;16; Coliseo_Miguel_Grau;CL16_PP_050;-16.412081;-71.494032;-1943153497;2842945388;Fixed;Propuesto
14;15 DE AGOSTO;16; Mercado Morro De Arica;CL16_PP_051;-16.411663;-71.492947;-1943118096;2843073901;Fixed;Establecido
14;15 DE AGOSTO;16; Colegio Paola Fraisenetti;CL16_PP_052;-16.412799;-71.491552;-1943269194;2843217224;Mobile;Establecido
14;15 DE AGOSTO;16; IEP_Miguel_Grau;CL16_PP_053;-16.414413;-71.490996;-1943465852;2843259141;Fixed;Propuesto
14;15 DE AGOSTO;16; Villa Belen;CL16_PP_054;-16.413059;-71.487685;-1943348618;2843652351;Mobile;Establecido
14;15 DE AGOSTO;16; Av El Sol Miguel Grau Zona B (Pileta);CL16_PP_055;-16.412269;-71.487879;-1943253346;2843640696;Fixed;Establecido
14;15 DE AGOSTO;16; Iglesia_Evangelica_Santos_Del_Setimo_Dia;CL16_PP_056;-16.41228;-71.487301;-1943261944;2843706.1;Fixed;Propuesto
