n_microred;microred;cluster;point_name;code_point;lat;long;y_proj;x_proj;type_point;estratategy
17;CHARACATO;31; Cruce_De_Characato;CL31_PP_001;-16.464408;-71.493196;-1949311.749;2842354.101;Fixed;Propuesto
17;CHARACATO;31; Loza Deportiva Del P.J. 28 De Julio;CL31_PP_002;-16.468661;-71.494073;-1949800.283;2842198.831;Fixed;Establecido
17;CHARACATO;31; Loza Deportiva P.J. San Cosme;CL31_PP_003;-16.471319;-71.490091;-1950163.023;2842615.311;Fixed;Establecido
17;CHARACATO;31; Colegio_Angel_Francisco_Ali_Guillen;CL31_PP_004;-16.47175;-71.486856;-1950254.675;2842976.369;Fixed;Propuesto
17;CHARACATO;31; Guarderia_De_Characato;CL31_PP_005;-16.465663;-71.48766;-1949529.351;2842965.202;Fixed;Propuesto
17;CHARACATO;31; Centro_De_Salud_Characato;CL31_PP_006;-16.468267;-71.485394;-1949864.011;2843187.875;Fixed;Propuesto
17;CHARACATO;31; Plaza Characato;CL31_PP_007;-16.468741;-71.484329;-1949933.203;2843302.381;Fixed;Establecido
17;CHARACATO;31; Monumental_Characato;CL31_PP_008;-16.469268;-71.481361;-1950032.758;2843631.925;Fixed;Propuesto
17;CHARACATO;31; Complejo_Deportivo_La_Huaylla;CL31_PP_009;-16.47333;-71.477526;-1950558.651;2844013.283;Fixed;Propuesto
17;CHARACATO;31; Losa_Deportiva_Buena_Vista;CL31_PP_010;-16.479933;-71.469399;-1951437.615;2844847.746;Fixed;Propuesto
17;CHARACATO;31; Capilla_Buena_Vista;CL31_PP_011;-16.477389;-71.47011;-1951129.68;2844800.62;Mobile;Propuesto
17;CHARACATO;31; Cerrillo Movil Yanayaco Y Buena Vista;CL31_PP_012;-16.472381;-71.468368;-1950563.375;2845064.003;Mobile;Establecido
17;CHARACATO;31; Losa_Deportiva_Yanayaco;CL31_PP_013;-16.479453;-71.458112;-1951524.587;2846133.675;Fixed;Propuesto
17;CHARACATO;31; Plaza_Yanayaco;CL31_PP_014;-16.479958;-71.462791;-1951524.48;2845596.556;Fixed;Propuesto
17;CHARACATO;31; Cacapata -Calle Moquegua(Movil Itinerante);CL31_PP_015;-16.48361;-71.467489;-1951893.903;2845015.874;Mobile;Establecido
17;CHARACATO;31; Cementerio_Mollebaya;CL31_PP_016;-16.486979;-71.464014;-1952333.898;2845365.454;Fixed;Propuesto
17;CHARACATO;31; Plaza Principal De Mollebaya;CL31_PP_017;-16.487594;-71.466651;-1952372.652;2845058.415;Fixed;Establecido
17;CHARACATO;31; Colegio_Gerardo_Barriga_Vizcarra;CL31_PP_018;-16.486911;-71.469846;-1952251.814;2844705.218;Fixed;Propuesto
17;CHARACATO;31; Plaza De Santa Ana;CL31_PP_019;-16.487292;-71.475438;-1952225.555;2844066.298;Fixed;Establecido
17;CHARACATO;31; Ahasa 4 Av. Sanche Cerro Lateral Izquierdo;CL31_PP_020;-16.490732;-71.483187;-1952531.318;2843142.652;Mobile;Establecido
17;CHARACATO;31; Ahasa 1 Parte De Arriba;CL31_PP_021;-16.486423;-71.483984;-1952014.962;2843109.004;Fixed;Establecido
17;CHARACATO;31; Losa_Deportiva_Machaguaya;CL31_PP_022;-16.485362;-71.484812;-1951879.802;2843029.105;Fixed;Propuesto
17;CHARACATO;31; Losa_Deportiva_Machaguaya_2;CL31_PP_023;-16.485956;-71.489968;-1951884.161;2842436.857;Fixed;Propuesto
17;CHARACATO;31; Ahasa 2 Capilla Virgen De Chapi-Nuevo Amanecer;CL31_PP_024;-16.48772;-71.489618;-1952095.837;2842453.33;Fixed;Establecido
17;CHARACATO;31; Mollebaya_Santa_Ana;CL31_PP_025;-16.490487;-71.486976;-1952454.437;2842716.398;Fixed;Propuesto
17;CHARACATO;31; Ahasa 3 Loza Deportiva;CL31_PP_026;-16.489696;-71.491309;-1952306.52;2842235.673;Fixed;Establecido
17;CHARACATO;31; Losa_Deportiva_Juventud_Characato;CL31_PP_027;-16.482742;-71.482646;-1951599.48;2843309.092;Fixed;Propuesto
17;CHARACATO;31; Loza Deportiva Juventud Characato;CL31_PP_028;-16.481773;-71.485273;-1951452.302;2843024.051;Fixed;Establecido
17;CHARACATO;31; Losa_Deportiva_Juventud_Arequipa;CL31_PP_029;-16.482362;-71.488884;-1951475.686;2842606.987;Fixed;Propuesto
17;CHARACATO;31; Plaza_De_Toros_Characato;CL31_PP_030;-16.478939;-71.482128;-1951159.253;2843417.828;Fixed;Propuesto
17;CHARACATO;31; Estadio_Jose_Carpio_Alarcon;CL31_PP_031;-16.476501;-71.484544;-1950842.17;2843176.009;Fixed;Propuesto
17;CHARACATO;31; Cementerio_Characato;CL31_PP_032;-16.47808;-71.486633;-1951001.18;2842918.445;Fixed;Propuesto
17;CHARACATO;31; Canchita_Deportiva_Villa_Cristo_Salvador;CL31_PP_033;-16.47681;-71.489895;-1950810.604;2842565.371;Fixed;Propuesto
17;CHARACATO;31; Loza Deportiva Del A.H..Gustavo Momhe;CL31_PP_034;-16.477079;-71.492655;-1950807.207;2842248.977;Fixed;Establecido
17;CHARACATO;31; Tres Postes;CL31_PP_035;-16.479172;-71.492879;-1951050.252;2842196.079;Fixed;Establecido
17;CHARACATO;31; Loza Deportiva Del A.H Santa Maria;CL31_PP_036;-16.479598;-71.497256;-1951044.799;2841694.346;Fixed;Establecido
17;CHARACATO;31; Loza Deportiva Del Asent. Humano Amp. Characato;CL31_PP_037;-16.480162;-71.495419;-1951134.348;2841895.158;Fixed;Establecido
17;CHARACATO;31; Loza Deportiva Del Asent. Urb.Nuevo Characato;CL31_PP_038;-16.481644;-71.493097;-1951337.896;2842138.878;Fixed;Establecido
17;CHARACATO;31; Losa_Deportiva_Nuevo_Amanecer;CL31_PP_039;-16.48233;-71.495874;-1951383.269;2841815.091;Fixed;Propuesto
17;CHARACATO;31; Loza Deportiva Nuevo Amanecer;CL31_PP_040;-16.482553;-71.497893;-1951383.865;2841583.313;Fixed;Establecido
17;CHARACATO;31; Villa Paraiso;CL31_PP_041;-16.484364;-71.499826;-1951572.103;2841340.418;Mobile;Establecido
17;CHARACATO;31; Grifo_De_Machaguaya;CL31_PP_042;-16.491216;-71.502145;-1952347.619;2840987.524;Fixed;Propuesto
17;CHARACATO;31; Virgen De Chapi- Huerto Del Eden-Machaguaya Tradicional(Movil);CL31_PP_043;-16.493291;-71.50113;-1952604.247;2841075.282;Mobile;Establecido
17;CHARACATO;31; Santa Catalina - San Isidro C(Movil);CL31_PP_044;-16.49521;-71.500021;-1952843.744;2841175.74;Mobile;Establecido
17;CHARACATO;31; Loza Deportiva San Isidro;CL31_PP_045;-16.496081;-71.498909;-1952960.171;2841290.315;Fixed;Establecido
17;CHARACATO;31; Losa_Deportiva_Chapi_Ladrilleria;CL31_PP_046;-16.496716;-71.500099;-1953019.667;2841147.095;Fixed;Propuesto
17;CHARACATO;31; Losa_Deportiva_Chapi_Ladrilleria;CL31_PP_047;-16.493528;-71.50381;-1952598.096;2840768.428;Fixed;Propuesto
17;CHARACATO;31; Cooperativa Virgen De Chapi-Senhor De Los Milagros (Movil);CL31_PP_048;-16.495465;-71.508123;-1952770.936;2840254.165;Mobile;Establecido
17;CHARACATO;31; Granja Machaguaya- Los Molles(Movil);CL31_PP_049;-16.494148;-71.517731;-1952494.436;2839182.62;Mobile;Establecido
17;CHARACATO;31; Losa_Deportiva_Senhor_Milagros;CL31_PP_050;-16.503468;-71.507421;-1953719.924;2840228.505;Fixed;Propuesto
17;CHARACATO;31; Grifo_Pecsa;CL31_PP_051;-16.502941;-71.496479;-1953796.876;2841475.475;Fixed;Propuesto
17;CHARACATO;31; San Isidro- Pampas Pajonal(Movil);CL31_PP_052;-16.508701;-71.49585;-1954481.507;2841470.955;Mobile;Establecido
17;CHARACATO;31; Losa_Deportiva_Alcosa_Pajonal;CL31_PP_053;-16.510264;-71.493375;-1954696.55;2841730.866;Fixed;Propuesto
17;CHARACATO;31; Pampas Pajonal Bajo(Movil);CL31_PP_054;-16.515674;-71.490528;-1955368.257;2841982.264;Mobile;Establecido
17;CHARACATO;31; Losa_Deportiva_El_Mirador;CL31_PP_055;-16.51347;-71.48601;-1955166.752;2842523.315;Fixed;Propuesto
17;CHARACATO;31; Pampas Pajonal Alto-Mirador(Movil);CL31_PP_056;-16.515378;-71.484297;-1955412.674;2842692.312;Mobile;Establecido
17;CHARACATO;31; Loza Deportiva Nuevo Amanecer;CL31_PP_057;-16.517307;-71.48995;-1955567.439;2842026.255;Fixed;Establecido
17;CHARACATO;31; Local Social Nueva Quequenha;CL31_PP_058;-16.523089;-71.486044;-1956296.339;2842392.707;Fixed;Establecido
17;CHARACATO;31; Plaza Principal De Peregrinos De Chapi;CL31_PP_059;-16.524613;-71.483245;-1956510.969;2842689.81;Fixed;Establecido
17;CHARACATO;31; Losa_Deportiva_Peregrinos;CL31_PP_060;-16.520696;-71.482168;-1956064.499;2842863.501;Fixed;Propuesto
17;CHARACATO;31; Quebrada_Onda;CL31_PP_061;-16.523763;-71.474774;-1956518.869;2843661.014;Fixed;Propuesto
17;CHARACATO;31; Los Yaros De Peregrinos(Movil Itinerante);CL31_PP_062;-16.524496;-71.477148;-1956574.78;2843382.302;Mobile;Establecido
