n_microred;microred;cluster;point_name;code_point;lat;long;y_proj;x_proj;type_point;estratategy
9;YANAHUARA;15; Cruce_A_Tiabaya;CL15_PP_001;-16.444243;-71.576987;-1945884633;2833120945;Fixed;Propuesto
9;YANAHUARA;15; Colegio_1;CL15_PP_002;-16.44284;-71.577628;-1945711805;2833066617;Fixed;Propuesto
9;YANAHUARA;15; 7 De Junio (Paradero De Microbus - Zona Lateral Derecho Medio);CL15_PP_003;-16.442928;-71.579304;-1945701029;2832875537;Fixed;Establecido
9;YANAHUARA;15; Losa_Deportiva_2;CL15_PP_004;-16.442483;-71.581221;-1945624631;2832664104;Mobile;Propuesto
9;YANAHUARA;15; Parque_1;CL15_PP_005;-16.44157;-71.579089;-1945544269;2832917625;Fixed;Propuesto
9;YANAHUARA;15; San Jeronimo (Zona Alta Cerro);CL15_PP_006;-16.440064;-71.579771;-1945358833;2832859989;Fixed;Establecido
9;YANAHUARA;15; Pasos De Senhor - Parque;CL15_PP_007;-16.439052;-71.579147;-1945247853;2832943909;Fixed;Establecido
9;YANAHUARA;15; IE_Ninhos_Triunfadores;CL15_PP_008;-16.438634;-71.581544;-1945168587;2832677.72;Fixed;Propuesto
9;YANAHUARA;15; Pedro Vilcapaza (Zona Lateral Derecho Bajo);CL15_PP_009;-16.437254;-71.582282;-1944997247;2832612088;Fixed;Establecido
9;YANAHUARA;15; Pedro Vilcapaza (Cancha Deportiva);CL15_PP_010;-16.435805;-71.581771;-1944833527;2832688899;Fixed;Establecido
9;YANAHUARA;15; Angeles De La Cruz Zona Alta;CL15_PP_011;-16.434797;-71.579999;-1944737466;2832902866;Fixed;Establecido
9;YANAHUARA;15; Corazon De Jesus (Zona Lateral Izquierdo Alto);CL15_PP_012;-16.432771;-71.58252;-1944467824;2832643587;Fixed;Establecido
9;YANAHUARA;15; Corazon De Jesus Loza Deportiva;CL15_PP_013;-16.431337;-71.583734;-1944284155;2832524704;Fixed;Establecido
9;YANAHUARA;15; Chiriguana (A Mitad De La Avenida);CL15_PP_014;-16.429812;-71.581224;-1944136664;2832829.05;Mobile;Establecido
9;YANAHUARA;15; Complejo_Deportivo_Chiriguana;CL15_PP_015;-16.427858;-71.581749;-1943900602;2832795027;Fixed;Propuesto
