n_microred;microred;cluster;code_point;point_name;lat;long;y_proj;x_proj;type_point;estratategy
20;MARITZA CAMPOS;22;CL22_PP_001; Minimarket_Mary;-16.343855;-71.55663;-1934350562;2836736168;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_002; Punto 1 (Referencial);-16.345144;-71.557951;-1934485394;2836569604;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_003; Parque_Dj_Micky;-16.346809;-71.557847;-1934682266;2836559764;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_004; Punto 2 (Referencial);-16.348816;-71.557275;-1934925.18;2836598552;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_005; Parque_Pocho;-16.349751;-71.557365;-1935033874;2836576194;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_006; Punto 3 (Referencial);-16.349978;-71.558247;-1935049469;2836473219;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_007; Punto 4 (Referencial);-16.351204;-71.557388;-1935204251;2836554.7;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_008; Punto 5 (Referencial);-16.352805;-71.557789;-1935387267;2836488414;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_009; Punto 6 (Referencial);-16.351157;-71.55947;-1935172603;2836319201;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_010; Punto 7 (Referencial);-16.348796;-71.560558;-1934881639;2836226498;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_011; Punto 8 (Referencial);-16.347909;-71.561228;-1934769051;2836162041;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_012; Punto 9 (Referencial);-16.349709;-71.563423;-1934952934;2835889732;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_013; Punto 10 (Referencial);-16.35088;-71.562376;-1935103607;2835993249;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_014; Colegio_Anglicano_San_Lucas;-16.354243;-71.557393;-1935561.14;2836514629;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_015; Mirador_Turistico_Zamacola;-16.3531;-71.560016;-1935393968;2836232.03;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_016; IEP_Virgen_Morena;-16.354142;-71.561694;-1935495299;2836028198;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_017; Grifo_Zamacola;-16.355091;-71.563634;-1935582418;2835795868;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_018; Punto 11 (Referencial);-16.353504;-71.563926;-1935392357;2835783.38;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_019; Punto 12 (Referencial);-16.351722;-71.565955;-1935157604;2835576445;Fixed;Establecido
20;MARITZA CAMPOS;22;CL22_PP_020; Plaza_Zamacola;-16.353704;-71.567393;-1935372353;2835387627;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_021; Parque_El_Cortijo;-16.360636;-71.559905;-1936280499;2836146646;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_022; Fundo_Campo_Verde;-16.365121;-71.554495;-1936875223;2836701.79;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_023; IEP_Luiz_Francisco_Fontes;-16.366927;-71.56032;-1937014188;2836017.77;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_024; Parque_Campo_Verde;-16.366433;-71.563224;-1936919702;2835694906;Fixed;Propuesto
20;MARITZA CAMPOS;22;CL22_PP_025; Parque_Bello_Horizonte;-16.365033;-71.562912;-1936759187;2835748491;Fixed;Propuesto
