n_microred;microred;cluster;point_name;code_point;lat;long;y_proj;x_proj;type_point;estratategy
3;CIUDAD DE DIOS;19; Parque Camioneros;CL19_PP_001;-16.314903;-71.602971;-1930370122;2831856103;Fixed;Propuesto
3;CIUDAD DE DIOS;19; Parque Corito ISSPPA;CL19_PP_002;-16.314484;-71.604418;-1930302841;2831697429;Fixed;Establecido
3;CIUDAD DE DIOS;19; Parque Camioneros Empleados;CL19_PP_003;-16.312602;-71.605965;-1930062513;2831546336;Fixed;Propuesto
3;CIUDAD DE DIOS;19; Asoc. Nueva Juventud-Calle 9 (Movil);CL19_PP_004;-16.31156;-71.603472;-1929971286;2831842531;Mobile;Establecido
3;CIUDAD DE DIOS;19; Losa Deportiva Nueva Juventud;CL19_PP_005;-16.31103;-71.605144;-1929888164;2831659771;Fixed;Propuesto
3;CIUDAD DE DIOS;19; Asoc. Chaparral-Loza Deportiva (Movil);CL19_PP_006;-16.309841;-71.605928;-1929738747;2831586237;Mobile;Establecido
3;CIUDAD DE DIOS;19; Camineros Obreros Local Social;CL19_PP_007;-16.311327;-71.607762;-1929890347;2831359039;Fixed;Establecido
3;CIUDAD DE DIOS;19; Losa Deportiva Los Ataucusis;CL19_PP_008;-16.310709;-71.610467;-1929784001;2831060276;Fixed;Propuesto
3;CIUDAD DE DIOS;19; Mirador De Yura (Movil);CL19_PP_009;-16.306996;-71.607415;-1929386088;2831454386;Mobile;Establecido
3;CIUDAD DE DIOS;19; Loza Deportiva/Depor Gim;CL19_PP_010;-16.307763;-71.609651;-1929448243;2831190897;Fixed;Establecido
3;CIUDAD DE DIOS;19; Iglesia M.M.M.;CL19_PP_011;-16.308704;-71.610573;-1929547234;2831074174;Mobile;Propuesto
3;CIUDAD DE DIOS;19; Loza Deportiva/ Depor Peter;CL19_PP_012;-16.30886;-71.612209;-1929545.13;2830886631;Fixed;Establecido
3;CIUDAD DE DIOS;19; Espaldas De La Iglesia Ciudad De Dios;CL19_PP_013;-16.305661;-71.615234;-1929131729;2830584.93;Fixed;Establecido
3;CIUDAD DE DIOS;19; Mirador De Yura (Movil);CL19_PP_014;-16.303078;-71.613769;-1928846696;2830784441;Mobile;Establecido
3;CIUDAD DE DIOS;19; Losa Deportiva;CL19_PP_015;-16.301438;-71.614582;-1928643972;2830713429;Fixed;Propuesto
3;CIUDAD DE DIOS;19; Iglesia Adventista;CL19_PP_016;-16.303316;-71.615746;-1928849977;2830557165;Fixed;Establecido
3;CIUDAD DE DIOS;19; Las Torres Km 14-12 Lado Derecho (Movil);CL19_PP_017;-16.304537;-71.61853;-1928958621;2830225679;Mobile;Establecido
3;CIUDAD DE DIOS;19; Las Torres Km 14-16 Lado Izquierdo (Movil);CL19_PP_018;-16.303647;-71.619594;-1928840841;2830116516;Mobile;Establecido
3;CIUDAD DE DIOS;19; Frente De La Comisaria;CL19_PP_019;-16.302211;-71.618883;-1928681089;2830215692;Fixed;Establecido
3;CIUDAD DE DIOS;19; Comite 15-Calle 30 Mz N - Nh;CL19_PP_020;-16.299279;-71.622257;-1928294727;2829870933;Fixed;Establecido
3;CIUDAD DE DIOS;19; Estadio Olimpico Ciudad De Dios;CL19_PP_021;-16.295782;-71.621996;-1927887353;2829945676;Fixed;Propuesto
3;CIUDAD DE DIOS;19; Comite 7 Local Social;CL19_PP_022;-16.296042;-71.624749;-1927883565;2829630118;Fixed;Establecido
